Hora,Fecha,Pais,Unidad,Tipo_Oferta,Energía_Compra_Venta,Precio_Compra_Venta,Ofertada_Casada
3,2024-02-01,MI,LAURM12,V,0.2,104.1,O
3,2024-02-01,MI,LAURM11,V,0.3,104.1,O
3,2024-02-01,MI,LAURM10,V,0.1,104.1,O
3,2024-02-01,MI,LAURM06,V,0.7,104.1,O
3,2024-02-01,MI,LAURM03,V,2.1,104.1,O
3,2024-02-01,MI,TEMON,V,35.0,105.47,O
3,2024-02-01,MI,EGVD053,V,4.6,106.79,O
3,2024-02-01,MI,EGVD087,V,0.4,106.79,O
3,2024-02-01,MI,ABO2,V,20.0,107.01,O
3,2024-02-01,MI,ABO2,V,20.0,108.51,O
3,2024-02-01,MI,UFBG,V,45.0,110.0,O
3,2024-02-01,MI,BES5,V,237.0,113.73,O
3,2024-02-01,MI,UFBG,V,45.0,120.0,O
3,2024-02-01,MI,UFBG,V,45.0,130.0,O
3,2024-02-01,MI,EGVD089,V,5.0,140.46,O
3,2024-02-01,MI,ACAVADO,V,86.0,145.73,O
3,2024-02-01,MI,UFMI,V,78.0,170.01,O
3,2024-02-01,MI,UFTA,V,10.0,171.03,O
3,2024-02-01,MI,UFMI,V,107.0,175.01,O
3,2024-02-01,MI,UFTA,V,7.0,176.03,O
3,2024-02-01,MI,EGVD076,V,5.0,182.09,O
3,2024-02-01,MI,UFMI,V,53.0,187.01,O
3,2024-02-01,MI,UFGC,V,41.0,188.02,O
3,2024-02-01,MI,EGVD111,V,23.3,200.0,O
3,2024-02-01,MI,EGVD372,V,0.3,231.23,O
3,2024-02-01,MI,EGVD455,V,4.7,231.23,O
3,2024-02-01,MI,EGVD024,V,1.9,287.7,O
3,2024-02-01,MI,EGVD138,V,3.1,287.7,O
3,2024-02-01,MI,EGVD087,V,4.0,351.01,O
3,2024-02-01,MI,EGVD089,V,1.0,351.01,O
3,2024-02-01,MI,EGVD076,V,5.0,420.77,O
3,2024-02-01,MI,EGVD024,V,4.7,496.55,O
3,2024-02-01,MI,EGVD372,V,0.3,496.55,O
3,2024-02-01,MI,EGVD024,V,2.7,578.14,O
3,2024-02-01,MI,EGVD076,V,1.4,578.14,O
3,2024-02-01,MI,EGVD089,V,0.9,578.14,O
3,2024-02-01,MI,EGVD024,V,3.3,668.03,O
3,2024-02-01,MI,WMVD147,C,0.2,1002.0,C
3,2024-02-01,MI,IBEVD14,C,2.0,801.0,C
3,2024-02-01,MI,IBEVD15,C,2.0,801.0,C
3,2024-02-01,MI,NXVD287,C,0.1,700.0,C
3,2024-02-01,MI,NXVD289,C,0.1,700.0,C
3,2024-02-01,MI,NXVD219,C,49.4,700.0,C
3,2024-02-01,MI,NXVD210,C,0.1,700.0,C
3,2024-02-01,MI,NXVD165,C,0.1,700.0,C
3,2024-02-01,MI,NEXVD23,C,20.8,700.0,C
3,2024-02-01,MI,NXVD112,C,0.1,700.0,C
3,2024-02-01,MI,NEXVD36,C,29.9,700.0,C
3,2024-02-01,MI,NEXVD25,C,13.8,700.0,C
3,2024-02-01,MI,NEXVD33,C,4.3,700.0,C
3,2024-02-01,MI,NXVD152,C,0.1,700.0,C
3,2024-02-01,MI,ADURC01,C,0.4,650.0,C
3,2024-02-01,MI,CAMG20X,C,0.4,600.0,C
3,2024-02-01,MI,WMVD183,C,0.1,600.0,C
3,2024-02-01,MI,EGVD455,C,0.3,500.0,C
3,2024-02-01,MI,EGVD121,C,7.5,500.0,C
3,2024-02-01,MI,EGVD087,C,0.1,500.0,C
3,2024-02-01,MI,EGVD088,C,0.1,500.0,C
3,2024-02-01,MI,EGVD099,C,0.2,500.0,C
3,2024-02-01,MI,EGVD024,C,0.8,500.0,C
3,2024-02-01,MI,EGVD053,C,0.3,500.0,C
3,2024-02-01,MI,EGLEC01,C,13.1,500.0,C
3,2024-02-01,MI,EGVD077,C,0.3,500.0,C
3,2024-02-01,MI,EGVD074,C,0.2,500.0,C
3,2024-02-01,MI,EGVD288,C,0.8,500.0,C
3,2024-02-01,MI,EGVD293,C,1.7,500.0,C
3,2024-02-01,MI,EGVD156,C,0.1,500.0,C
3,2024-02-01,MI,EGVD083,C,0.1,500.0,C
3,2024-02-01,MI,EGVD379,C,0.3,500.0,C
3,2024-02-01,MI,EGVD064,C,0.5,500.0,C
3,2024-02-01,MI,EGLEVD1,C,0.1,500.0,C
3,2024-02-01,MI,EGVD454,C,0.3,500.0,C
3,2024-02-01,MI,EGVD100,C,0.1,500.0,C
3,2024-02-01,MI,EDRE029,C,0.3,451.0,C
3,2024-02-01,MI,EGEDRE9,C,0.1,451.0,C
3,2024-02-01,MI,EGEDRE6,C,5.2,451.0,C
3,2024-02-01,MI,EGEDRE5,C,0.8,451.0,C
3,2024-02-01,MI,EGEDRE3,C,0.4,451.0,C
3,2024-02-01,MI,EGEDVD4,C,0.2,451.0,C
3,2024-02-01,MI,SESVD05,C,0.2,400.0,C
3,2024-02-01,MI,EBLVD59,C,0.2,400.0,C
3,2024-02-01,MI,EBLVD43,C,0.1,400.0,C
3,2024-02-01,MI,EBLVD23,C,0.1,400.0,C
3,2024-02-01,MI,EBLVD25,C,0.1,400.0,C
3,2024-02-01,MI,SESVD02,C,0.1,400.0,C
3,2024-02-01,MI,TLCMC01,C,6.4,400.0,C
3,2024-02-01,MI,CEVD399,C,0.1,350.0,C
3,2024-02-01,MI,CEVD380,C,0.1,350.0,C
3,2024-02-01,MI,ARRU2XR,C,0.7,350.0,C
3,2024-02-01,MI,ARRU1XR,C,1.4,350.0,C
3,2024-02-01,MI,CEVD004,C,0.1,350.0,C
3,2024-02-01,MI,CEVD038,C,0.1,350.0,C
3,2024-02-01,MI,CEVD279,C,0.4,350.0,C
3,2024-02-01,MI,CEVD302,C,0.4,350.0,C
3,2024-02-01,MI,CEVD327,C,7.0,350.0,C
3,2024-02-01,MI,CEVD379,C,0.1,350.0,C
3,2024-02-01,MI,CARVC01,C,0.1,310.0,C
3,2024-02-01,MI,FORTC01,C,3.9,300.3,C
3,2024-02-01,MI,EFGC01,C,15.0,300.0,C
3,2024-02-01,MI,ICGAC01,C,12.1,300.0,C
3,2024-02-01,MI,VGERE17,C,2.0,300.0,C
3,2024-02-01,MI,VIEECA1,C,65.0,300.0,C
3,2024-02-01,MI,CONEC01,C,1.0,300.0,C
3,2024-02-01,MI,TEXZC01,C,1.0,300.0,C
3,2024-02-01,MI,EGLEC01,C,4.7,270.89,C
3,2024-02-01,MI,IGNVD78,C,1.6,268.35,C
3,2024-02-01,MI,ASIVD03,C,0.1,220.0,C
3,2024-02-01,MI,ASIVD02,C,13.0,220.0,C
3,2024-02-01,MI,ASIVD01,C,2.7,220.0,C
3,2024-02-01,MI,ASIVD06,C,46.2,220.0,C
3,2024-02-01,MI,ASIVD05,C,3.0,220.0,C
3,2024-02-01,MI,GNRVD13,C,0.1,200.0,C
3,2024-02-01,MI,GNVD198,C,0.1,200.0,C
3,2024-02-01,MI,GNVD130,C,0.5,200.0,C
3,2024-02-01,MI,EGLRM01,C,1.0,200.0,C
3,2024-02-01,MI,CELSR01,C,80.0,200.0,C
3,2024-02-01,MI,FENVD03,C,2.6,200.0,C
3,2024-02-01,MI,GNRVD31,C,0.2,200.0,C
3,2024-02-01,MI,GNVD150,C,0.1,200.0,C
3,2024-02-01,MI,FENVD06,C,3.6,200.0,C
3,2024-02-01,MI,SOCRC05,C,0.1,190.0,C
3,2024-02-01,MI,EGVD292,C,0.4,180.0,C
3,2024-02-01,MI,GASNVD2,C,0.1,180.0,C
3,2024-02-01,MI,LMERC01,C,4.3,150.0,C
3,2024-02-01,MI,WMVD184,C,2.1,105.1,C
3,2024-02-01,MI,WMVD088,C,5.1,105.1,C
3,2024-02-01,MI,CEVD076,C,0.1,105.1,C
3,2024-02-01,MI,HCGC01,C,8.3,100.0,C
3,2024-02-01,MI,SEDVD06,C,0.2,85.41,C
3,2024-02-01,MI,DETVD37,C,0.1,85.41,C
3,2024-02-01,MI,DETVD09,C,0.1,85.41,C
3,2024-02-01,MI,ENRVD04,C,2.0,82.65,C
3,2024-02-01,MI,ENRVD02,C,4.0,82.65,C
3,2024-02-01,MI,CEVD377,C,0.5,72.8,C
3,2024-02-01,MI,CEVD335,C,3.8,72.8,C
3,2024-02-01,MI,CEVD234,C,0.2,72.8,C
3,2024-02-01,MI,CEVD309,C,0.2,72.8,C
3,2024-02-01,MI,CEVD307,C,0.3,72.8,C
3,2024-02-01,MI,CEVD308,C,0.2,72.8,C
3,2024-02-01,MI,DETIC01,C,127.3,66.21,C
3,2024-02-01,MI,SEDVD03,C,0.1,66.21,C
3,2024-02-01,MI,GNVD149,C,12.5,66.1,C
3,2024-02-01,MI,HISVD28,C,1.5,65.1,C
3,2024-02-01,MI,HISVD44,C,1.7,65.1,C
3,2024-02-01,MI,HISVD18,C,1.5,65.1,C
3,2024-02-01,MI,HISVD13,C,1.5,65.1,C
3,2024-02-01,MI,HISVD17,C,1.5,65.1,C
3,2024-02-01,MI,TLCRC01,C,3.2,65.1,C
3,2024-02-01,MI,HISPC01,C,6.7,65.1,C
3,2024-02-01,MI,URAIC01,C,0.7,65.1,C
3,2024-02-01,MI,ALUEC01,C,0.5,65.1,C
3,2024-02-01,MI,GNVD156,C,25.0,65.1,C
3,2024-02-01,MI,HISVD51,C,0.8,65.1,C
3,2024-02-01,MI,HISVD27,C,1.6,65.1,C
3,2024-02-01,MI,GSVD121,C,7.6,60.11,C
3,2024-02-01,MI,VIES,C,20.0,59.4,C
3,2024-02-01,MI,TAUTC01,C,30.0,59.3,C
3,2024-02-01,MI,GNEBRO,C,8.7,58.1,C
3,2024-02-01,MI,CYEC01,C,2.1,57.6,C
3,2024-02-01,MI,LAUEVD3,C,0.2,57.55,C
3,2024-02-01,MI,ELEIC01,C,1.4,57.55,C
3,2024-02-01,MI,CYEC01,C,0.5,57.55,C
3,2024-02-01,MI,ELEIC01,C,1.3,57.5,C
3,2024-02-01,MI,INTEC01,C,0.1,57.5,C
3,2024-02-01,MI,ENUFC01,C,0.7,57.5,C
3,2024-02-01,MI,OPPIC01,C,0.2,57.45,C
3,2024-02-01,MI,SWARM01,C,0.2,57.45,C
3,2024-02-01,MI,SWAPC01,C,0.4,57.45,C
3,2024-02-01,MI,ENPRM01,C,0.2,57.45,C
3,2024-02-01,MI,ENPEC01,C,0.1,57.45,C
3,2024-02-01,MI,AIREC01,C,0.2,57.45,C
3,2024-02-01,MI,AGRIC01,C,0.2,57.45,C
3,2024-02-01,MI,INTEC01,C,0.4,57.45,C
3,2024-02-01,MI,EYPC01,C,0.1,57.45,C
3,2024-02-01,MI,AENEC01,C,0.1,57.45,C
3,2024-02-01,MI,EYPC01,C,0.5,57.4,C
3,2024-02-01,MI,GOIEC01,C,0.3,57.4,C
3,2024-02-01,MI,LAURM01,C,0.1,57.4,C
3,2024-02-01,MI,LAURM03,C,0.1,57.4,C
3,2024-02-01,MI,LAUEC01,C,0.3,57.4,C
3,2024-02-01,MI,LCOSC01,C,0.2,57.4,C
3,2024-02-01,MI,LIDEC01,C,0.2,57.4,C
3,2024-02-01,MI,MASIC01,C,0.1,57.4,C
3,2024-02-01,MI,WWHOC01,C,0.1,57.4,C
3,2024-02-01,MI,GNVD132,C,21.5,57.1,C
3,2024-02-01,MI,UMEMC01,C,0.2,55.2,C
3,2024-02-01,MI,DUER,C,471.4,55.1,C
3,2024-02-01,MI,IBEVD17,C,2.0,55.1,C
3,2024-02-01,MI,ICLIC01,C,4.7,55.1,C
3,2024-02-01,MI,GEOAC01,C,1.6,55.1,C
3,2024-02-01,MI,ENRVD07,C,1.5,55.1,C
3,2024-02-01,MI,CLIVD36,C,0.7,55.1,C
3,2024-02-01,MI,CLIVD38,C,1.0,55.1,C
3,2024-02-01,MI,FORTC01,C,1.8,55.1,C
3,2024-02-01,MI,FORTIC2,C,1.8,55.1,C
3,2024-02-01,MI,GUADIAB,C,58.9,55.1,C
3,2024-02-01,MI,CEVD357,V,0.8,-100.0,C
3,2024-02-01,MI,FORTR01,V,4.4,-100.0,C
3,2024-02-01,MI,EUCDR01,V,0.8,-50.0,C
3,2024-02-01,MI,WMVD101,V,0.1,-50.0,C
3,2024-02-01,MI,WMVD150,V,0.1,-50.0,C
3,2024-02-01,MI,WMVD204,V,1.7,-50.0,C
3,2024-02-01,MI,HISVD57,V,8.2,-50.0,C
3,2024-02-01,MI,HISVD53,V,32.0,-50.0,C
3,2024-02-01,MI,WMVD090,V,0.2,-50.0,C
3,2024-02-01,MI,NXVD163,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD166,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD168,V,0.9,-44.9,C
3,2024-02-01,MI,NXVD169,V,1.0,-44.9,C
3,2024-02-01,MI,NXVD171,V,0.2,-44.9,C
3,2024-02-01,MI,NXVD208,V,1.8,-44.9,C
3,2024-02-01,MI,NXVD209,V,0.2,-44.9,C
3,2024-02-01,MI,NXVD211,V,0.5,-44.9,C
3,2024-02-01,MI,NXVD226,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD227,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD228,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD230,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD232,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD234,V,0.2,-44.9,C
3,2024-02-01,MI,NXVD237,V,0.2,-44.9,C
3,2024-02-01,MI,NXVD310,V,2.0,-44.9,C
3,2024-02-01,MI,NXVD314,V,1.0,-44.9,C
3,2024-02-01,MI,NXVD316,V,0.3,-44.9,C
3,2024-02-01,MI,NXVD162,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD126,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD100,V,0.2,-44.9,C
3,2024-02-01,MI,NEXVD88,V,1.5,-44.9,C
3,2024-02-01,MI,NEXVD86,V,0.4,-44.9,C
3,2024-02-01,MI,NEXVD46,V,0.2,-44.9,C
3,2024-02-01,MI,NEXVD20,V,43.0,-44.9,C
3,2024-02-01,MI,NXVD315,V,0.1,-44.9,C
3,2024-02-01,MI,NXVD310,V,0.3,-44.9,C
3,2024-02-01,MI,NXVD308,V,0.9,-44.9,C
3,2024-02-01,MI,DETVD09,V,0.1,-28.1,C
3,2024-02-01,MI,GNRAC01,V,0.8,-25.0,C
3,2024-02-01,MI,EGVD138,V,0.6,-20.0,C
3,2024-02-01,MI,EGVD365,V,22.5,-20.0,C
3,2024-02-01,MI,EGVD295,V,1.2,-20.0,C
3,2024-02-01,MI,EGVD363,V,26.9,-20.0,C
3,2024-02-01,MI,SESVD08,V,0.3,-20.0,C
3,2024-02-01,MI,SESVD18,V,0.2,-20.0,C
3,2024-02-01,MI,EGVD372,V,0.2,-20.0,C
3,2024-02-01,MI,EGVD076,V,1.3,-20.0,C
3,2024-02-01,MI,EGVD364,V,26.0,-20.0,C
3,2024-02-01,MI,GNVD195,V,0.8,-20.0,C
3,2024-02-01,MI,EBLVD12,V,0.1,-19.9,C
3,2024-02-01,MI,EBLCVD7,V,1.1,-19.9,C
3,2024-02-01,MI,EBLVD14,V,0.1,-19.9,C
3,2024-02-01,MI,EBLVD13,V,0.5,-19.9,C
3,2024-02-01,MI,EBLVD16,V,0.4,-19.9,C
3,2024-02-01,MI,EBLVD15,V,0.5,-19.9,C
3,2024-02-01,MI,EBLVD17,V,0.3,-19.9,C
3,2024-02-01,MI,EBLVD21,V,0.3,-19.9,C
3,2024-02-01,MI,EBLVD20,V,0.8,-19.9,C
3,2024-02-01,MI,EBLVD22,V,1.4,-19.9,C
3,2024-02-01,MI,EBLVD56,V,0.2,-19.9,C
3,2024-02-01,MI,EBLVD40,V,0.1,-19.9,C
3,2024-02-01,MI,EBLVD44,V,0.1,-19.9,C
3,2024-02-01,MI,EBLVD51,V,0.3,-19.9,C
3,2024-02-01,MI,EBLVD47,V,0.1,-19.9,C
3,2024-02-01,MI,EBLVD57,V,2.1,-19.9,C
3,2024-02-01,MI,EBLVD49,V,0.6,-19.9,C
3,2024-02-01,MI,EBLVD52,V,0.1,-19.9,C
3,2024-02-01,MI,EBLVD46,V,0.1,-19.9,C
3,2024-02-01,MI,EBLVD55,V,0.3,-19.9,C
3,2024-02-01,MI,EBLVD42,V,0.6,-19.9,C
3,2024-02-01,MI,EBLVD35,V,1.2,-19.9,C
3,2024-02-01,MI,EBLVD50,V,1.1,-19.9,C
3,2024-02-01,MI,EBLCVD3,V,0.7,-19.9,C
3,2024-02-01,MI,EBLVD36,V,1.7,-19.9,C
3,2024-02-01,MI,EBLCVD3,V,0.3,-19.9,C
3,2024-02-01,MI,EBLCVD4,V,0.5,-19.9,C
3,2024-02-01,MI,EBLCVD4,V,0.5,-19.9,C
3,2024-02-01,MI,EBLCVD6,V,0.6,-19.9,C
3,2024-02-01,MI,EBLCVD8,V,1.2,-19.9,C
3,2024-02-01,MI,EBLVD10,V,0.8,-19.9,C
3,2024-02-01,MI,EBLCVD9,V,0.7,-19.9,C
3,2024-02-01,MI,EBLVD11,V,0.1,-19.9,C
3,2024-02-01,MI,IBCUC01,V,0.1,-13.2,C
3,2024-02-01,MI,CEVD398,V,0.1,-10.0,C
3,2024-02-01,MI,CEVD054,V,0.1,-5.0,C
3,2024-02-01,MI,CEVD063,V,3.0,-5.0,C
3,2024-02-01,MI,CEVD073,V,22.8,-5.0,C
3,2024-02-01,MI,CEVD281,V,0.6,-5.0,C
3,2024-02-01,MI,CEVD029,V,19.0,-5.0,C
3,2024-02-01,MI,GALPR01,V,8.9,-5.0,C
3,2024-02-01,MI,CEVD282,V,0.4,-5.0,C
3,2024-02-01,MI,CEVD287,V,1.3,-5.0,C
3,2024-02-01,MI,CEVD283,V,0.1,-5.0,C
3,2024-02-01,MI,VGERE33,V,6.6,-3.41,C
3,2024-02-01,MI,VGERE39,V,1.6,-3.41,C
3,2024-02-01,MI,VGERE42,V,3.8,-3.41,C
3,2024-02-01,MI,VGERE45,V,0.1,-3.41,C
3,2024-02-01,MI,VGERE47,V,0.8,-3.41,C
3,2024-02-01,MI,VGERE46,V,0.6,-3.41,C
3,2024-02-01,MI,ADXVD04,V,0.4,-2.0,C
3,2024-02-01,MI,IGNVD67,V,1.3,-0.1,C
3,2024-02-01,MI,IGNVD64,V,0.8,-0.1,C
3,2024-02-01,MI,VGERE18,V,25.0,-0.1,C
3,2024-02-01,MI,GNVD200,V,4.7,-0.01,C
3,2024-02-01,MI,GNVD151,V,0.7,-0.01,C
3,2024-02-01,MI,GNVD130,V,3.1,-0.01,C
3,2024-02-01,MI,GNVD150,V,0.1,-0.01,C
3,2024-02-01,MI,NCEC01,V,0.2,0.0,C
3,2024-02-01,MI,EGLEVD1,V,0.2,0.0,C
3,2024-02-01,MI,EDRE012,V,0.1,0.0,C
3,2024-02-01,MI,EDRE013,V,0.1,0.0,C
3,2024-02-01,MI,EDRE014,V,0.1,0.0,C
3,2024-02-01,MI,EGEDRE1,V,18.7,0.0,C
3,2024-02-01,MI,EGVD192,V,0.1,0.0,C
3,2024-02-01,MI,EGVD092,V,0.1,0.0,C
3,2024-02-01,MI,HCHI,V,1.0,0.0,C
3,2024-02-01,MI,CEVD053,V,0.5,0.0,C
3,2024-02-01,MI,CEVD209,V,0.4,0.0,C
3,2024-02-01,MI,CEVD266,V,0.2,0.0,C
3,2024-02-01,MI,CEVD284,V,0.1,0.0,C
3,2024-02-01,MI,CEVD289,V,0.4,0.0,C
3,2024-02-01,MI,CEVD328,V,0.2,0.0,C
3,2024-02-01,MI,CEVD329,V,0.1,0.0,C
3,2024-02-01,MI,CEVD331,V,1.7,0.0,C
3,2024-02-01,MI,CEVD332,V,1.7,0.0,C
3,2024-02-01,MI,CEVD352,V,0.4,0.0,C
3,2024-02-01,MI,CEVD358,V,0.8,0.0,C
3,2024-02-01,MI,CEVD360,V,1.0,0.0,C
3,2024-02-01,MI,CEVD361,V,0.3,0.0,C
3,2024-02-01,MI,CEVD366,V,0.4,0.0,C
3,2024-02-01,MI,CEVD375,V,0.3,0.0,C
3,2024-02-01,MI,CEVD376,V,0.2,0.0,C
3,2024-02-01,MI,CEVD378,V,0.5,0.0,C
3,2024-02-01,MI,CEVD381,V,0.5,0.0,C
3,2024-02-01,MI,IGNVD79,V,0.7,0.0,C
3,2024-02-01,MI,IGNVD80,V,0.6,0.0,C
3,2024-02-01,MI,IGNVD81,V,1.0,0.0,C
3,2024-02-01,MI,IGNVD82,V,0.6,0.0,C
3,2024-02-01,MI,IGVD106,V,2.8,0.0,C
3,2024-02-01,MI,IGVD107,V,0.2,0.0,C
3,2024-02-01,MI,IGVD108,V,0.3,0.0,C
3,2024-02-01,MI,IGVD109,V,1.5,0.0,C
3,2024-02-01,MI,EDRE015,V,0.1,0.0,C
3,2024-02-01,MI,EDRE016,V,4.1,0.0,C
3,2024-02-01,MI,EDRE017,V,2.5,0.0,C
3,2024-02-01,MI,EDRE019,V,0.1,0.0,C
3,2024-02-01,MI,EDRE021,V,0.1,0.0,C
3,2024-02-01,MI,EDRE027,V,0.2,0.0,C
3,2024-02-01,MI,EGEDRE2,V,0.5,0.0,C
3,2024-02-01,MI,LMEVD18,V,0.9,0.0,C
3,2024-02-01,MI,LMEVD13,V,3.7,0.0,C
3,2024-02-01,MI,LMEVD17,V,1.4,0.0,C
3,2024-02-01,MI,LMERVD1,V,3.0,0.0,C
3,2024-02-01,MI,LMEVD11,V,1.0,0.0,C
3,2024-02-01,MI,EGVD115,V,0.2,0.0,C
3,2024-02-01,MI,EGVD210,V,0.2,0.0,C
3,2024-02-01,MI,EGVD224,V,0.1,0.0,C
3,2024-02-01,MI,EGVD114,V,0.3,0.0,C
3,2024-02-01,MI,EGVD289,V,0.1,0.0,C
3,2024-02-01,MI,EGLEV2,V,0.2,0.0,C
3,2024-02-01,MI,EGVD408,V,1.2,0.0,C
3,2024-02-01,MI,EGVD156,V,0.3,0.0,C
3,2024-02-01,MI,EGVD051,V,1.1,0.0,C
3,2024-02-01,MI,EGVD052,V,0.4,0.0,C
3,2024-02-01,MI,EGVD410,V,1.0,0.0,C
3,2024-02-01,MI,WMVD088,V,5.6,0.0,C
3,2024-02-01,MI,ACE4,V,12.4,0.01,C
3,2024-02-01,MI,EBRA,V,0.2,1.0,C
3,2024-02-01,MI,EGVD292,V,0.4,1.5,C
3,2024-02-01,MI,EGVD291,V,0.2,1.6,C
3,2024-02-01,MI,EGVD065,V,1.2,1.68,C
3,2024-02-01,MI,EGVD055,V,0.7,1.69,C
3,2024-02-01,MI,EGVD056,V,0.6,1.72,C
3,2024-02-01,MI,EGVD379,V,1.2,5.0,C
3,2024-02-01,MI,EGVD058,V,2.4,5.0,C
3,2024-02-01,MI,EGVD059,V,0.9,5.0,C
3,2024-02-01,MI,EGVD060,V,1.3,5.0,C
3,2024-02-01,MI,EGEDVD3,V,7.0,14.0,C
3,2024-02-01,MI,CEVD335,V,3.0,16.11,C
3,2024-02-01,MI,EGVD076,V,4.8,18.15,C
3,2024-02-01,MI,DTVD049,V,0.5,24.8,C
3,2024-02-01,MI,DTVD058,V,1.0,24.8,C
3,2024-02-01,MI,EENRC02,V,2.0,33.06,C
3,2024-02-01,MI,ENRVD12,V,0.8,33.06,C
3,2024-02-01,MI,EGVD075,V,3.2,39.9,C
3,2024-02-01,MI,EGVD455,V,1.8,39.9,C
3,2024-02-01,MI,GESTC01,V,7.5,41.65,C
3,2024-02-01,MI,GSVD123,V,1.9,41.65,C
3,2024-02-01,MI,DETIC01,V,63.6,43.99,C
3,2024-02-01,MI,DETVD03,V,1.0,43.99,C
3,2024-02-01,MI,GALPC01,V,12.0,45.1,C
3,2024-02-01,MI,CTN4,V,90.0,50.0,C
3,2024-02-01,MI,DOUSUP,V,95.0,50.1,C
3,2024-02-01,MI,ALG3,V,50.0,50.8,C
3,2024-02-01,MI,DOUSUP,V,80.0,51.1,C
3,2024-02-01,MI,AGUB,V,89.0,51.25,C
3,2024-02-01,MI,EGVD088,V,2.8,51.87,C
3,2024-02-01,MI,EGVD097,V,2.2,51.87,C
3,2024-02-01,MI,DOUSUP,V,98.0,52.1,C
3,2024-02-01,MI,AGUB,V,89.0,52.55,C
3,2024-02-01,MI,GALPWC2,V,3.6,52.96,C
3,2024-02-01,MI,GALPWV2,V,0.1,52.96,C
3,2024-02-01,MI,DOUSUP,V,55.0,53.1,C
3,2024-02-01,MI,GALPWC2,V,3.6,55.09,C
3,2024-02-01,MI,GALPWV2,V,0.1,55.09,C
3,2024-02-01,MI,CLIVD11,V,0.3,55.1,C
3,2024-02-01,MI,CLIVD24,V,1.7,55.1,C
3,2024-02-01,MI,ENRVD03,V,25.8,55.1,C
3,2024-02-01,MI,ENRVD05,V,10.0,55.1,C
3,2024-02-01,MI,ENRVD06,V,12.9,55.1,C
3,2024-02-01,MI,ICUVD04,V,0.2,55.1,C
3,2024-02-01,MI,ENRVD11,V,12.0,55.1,C
3,2024-02-01,MI,IBEVD11,V,45.9,55.1,C
3,2024-02-01,MI,IBRM01,V,1.7,55.1,C
3,2024-02-01,MI,IGESC2,V,15.6,55.1,C
3,2024-02-01,MI,ENRVD09,V,4.0,55.1,C
4,2024-02-01,MI,WMVD186,C,0.1,1002.0,O
4,2024-02-01,MI,WMVD090,C,1.1,1002.0,O
4,2024-02-01,MI,WMVD147,C,0.2,1002.0,O
4,2024-02-01,MI,IBEVD14,C,2.0,801.0,O
4,2024-02-01,MI,IBEVD15,C,2.0,801.0,O
4,2024-02-01,MI,NXVD287,C,0.1,700.0,O
4,2024-02-01,MI,NXVD289,C,0.1,700.0,O
4,2024-02-01,MI,NXVD235,C,0.1,700.0,O
4,2024-02-01,MI,NXVD229,C,0.1,700.0,O
4,2024-02-01,MI,NXVD219,C,49.3,700.0,O
4,2024-02-01,MI,NEXVD23,C,20.8,700.0,O
4,2024-02-01,MI,NXVD112,C,0.1,700.0,O
4,2024-02-01,MI,NEXVD36,C,29.9,700.0,O
4,2024-02-01,MI,NEXVD25,C,13.8,700.0,O
4,2024-02-01,MI,NEXVD33,C,4.3,700.0,O
4,2024-02-01,MI,NXVD210,C,0.1,700.0,O
4,2024-02-01,MI,ADURC01,C,0.4,650.0,O
4,2024-02-01,MI,WMVD183,C,0.1,600.0,O
4,2024-02-01,MI,CAMG20X,C,0.4,600.0,O
4,2024-02-01,MI,EGVD380,C,0.1,500.0,O
4,2024-02-01,MI,EGVD121,C,7.5,500.0,O
4,2024-02-01,MI,EGLEC01,C,13.1,500.0,O
4,2024-02-01,MI,EGVD077,C,0.1,500.0,O
4,2024-02-01,MI,EGVD074,C,0.1,500.0,O
4,2024-02-01,MI,EGVD288,C,0.7,500.0,O
4,2024-02-01,MI,EGVD293,C,1.6,500.0,O
4,2024-02-01,MI,EGLEV2,C,0.1,500.0,O
4,2024-02-01,MI,EGVD226,C,0.1,500.0,O
4,2024-02-01,MI,EGVD379,C,0.6,500.0,O
4,2024-02-01,MI,EGVD064,C,0.5,500.0,O
4,2024-02-01,MI,GALVD30,C,49.9,500.0,O
4,2024-02-01,MI,GALVD29,C,49.9,500.0,O
4,2024-02-01,MI,EGLEVD1,C,0.1,500.0,O
4,2024-02-01,MI,EGVD024,C,1.1,500.0,O
4,2024-02-01,MI,EGEDRE6,C,3.2,451.0,O
4,2024-02-01,MI,EGEDRE5,C,0.8,451.0,O
4,2024-02-01,MI,EGEDRE3,C,0.8,451.0,O
4,2024-02-01,MI,EDRE014,C,0.1,451.0,O
4,2024-02-01,MI,EDRE029,C,0.5,451.0,O
4,2024-02-01,MI,EBLVD40,C,0.1,400.0,O
4,2024-02-01,MI,EBLVD59,C,0.5,400.0,O
4,2024-02-01,MI,SESVD05,C,0.2,400.0,O
4,2024-02-01,MI,EBLVD42,C,0.1,400.0,O
