,Spain,France,Germany,hour,day_of_week,month,date
2025-01-14 19:00:00+00:00,165.57,154.0,135.46,19,1,1,2025-01-14
2025-01-14 20:00:00+00:00,152.0,127.62,117.69,20,1,1,2025-01-14
2025-01-14 21:00:00+00:00,148.68,135.31,121.0,21,1,1,2025-01-14
2025-01-14 22:00:00+00:00,141.98,122.27,121.76,22,1,1,2025-01-14
2025-01-14 23:00:00+00:00,132.4,119.33,108.28,23,1,1,2025-01-14
2025-01-15 00:00:00+00:00,122.4,122.4,107.72,0,2,1,2025-01-15
2025-01-15 01:00:00+00:00,118.6,118.6,108.41,1,2,1,2025-01-15
2025-01-15 02:00:00+00:00,118.42,109.76,108.04,2,2,1,2025-01-15
2025-01-15 03:00:00+00:00,118.13,111.77,108.75,3,2,1,2025-01-15
2025-01-15 04:00:00+00:00,118.13,118.13,114.92,4,2,1,2025-01-15
2025-01-15 05:00:00+00:00,135.56,135.56,134.49,5,2,1,2025-01-15
2025-01-15 06:00:00+00:00,167.32,192.04,191.79,6,2,1,2025-01-15
2025-01-15 07:00:00+00:00,225.0,275.0,307.24,7,2,1,2025-01-15
2025-01-15 08:00:00+00:00,160.0,250.0,315.02,8,2,1,2025-01-15
2025-01-15 09:00:00+00:00,138.92,179.56,311.03,9,2,1,2025-01-15
2025-01-15 10:00:00+00:00,132.7,169.1,304.8,10,2,1,2025-01-15
2025-01-15 11:00:00+00:00,126.0,166.26,311.02,11,2,1,2025-01-15
2025-01-15 12:00:00+00:00,122.4,156.64,309.34,12,2,1,2025-01-15
2025-01-15 13:00:00+00:00,115.58,143.49,285.83,13,2,1,2025-01-15
2025-01-15 14:00:00+00:00,117.81,140.65,301.74,14,2,1,2025-01-15
2025-01-15 15:00:00+00:00,135.0,135.0,333.52,15,2,1,2025-01-15
2025-01-15 16:00:00+00:00,143.2,191.02,377.99,16,2,1,2025-01-15
2025-01-15 17:00:00+00:00,167.32,221.91,324.74,17,2,1,2025-01-15
2025-01-15 18:00:00+00:00,178.97,215.0,270.09,18,2,1,2025-01-15
2025-01-15 19:00:00+00:00,168.78,168.78,181.66,19,2,1,2025-01-15
2025-01-15 20:00:00+00:00,150.97,150.97,150.87,20,2,1,2025-01-15
2025-01-15 21:00:00+00:00,138.77,138.77,141.16,21,2,1,2025-01-15
2025-01-15 22:00:00+00:00,123.9,123.9,123.9,22,2,1,2025-01-15
2025-01-15 23:00:00+00:00,124.33,124.33,126.33,23,2,1,2025-01-15
2025-01-16 00:00:00+00:00,118.41,118.41,119.12,0,3,1,2025-01-16
2025-01-16 01:00:00+00:00,114.0,114.0,117.62,1,3,1,2025-01-16
2025-01-16 02:00:00+00:00,108.58,108.58,115.03,2,3,1,2025-01-16
2025-01-16 03:00:00+00:00,108.59,108.59,115.75,3,3,1,2025-01-16
2025-01-16 04:00:00+00:00,118.1,118.1,123.27,4,3,1,2025-01-16
2025-01-16 05:00:00+00:00,130.8,130.8,138.7,5,3,1,2025-01-16
2025-01-16 06:00:00+00:00,148.04,148.04,173.04,6,3,1,2025-01-16
2025-01-16 07:00:00+00:00,199.94,199.94,199.65,7,3,1,2025-01-16
2025-01-16 08:00:00+00:00,155.11,175.0,175.0,8,3,1,2025-01-16
2025-01-16 09:00:00+00:00,129.9,151.9,151.9,9,3,1,2025-01-16
2025-01-16 10:00:00+00:00,114.0,140.64,140.64,10,3,1,2025-01-16
2025-01-16 11:00:00+00:00,116.0,131.13,131.13,11,3,1,2025-01-16
2025-01-16 12:00:00+00:00,120.5,123.84,130.58,12,3,1,2025-01-16
2025-01-16 13:00:00+00:00,115.14,115.14,138.42,13,3,1,2025-01-16
2025-01-16 14:00:00+00:00,119.64,119.64,163.04,14,3,1,2025-01-16
2025-01-16 15:00:00+00:00,120.34,137.69,179.2,15,3,1,2025-01-16
2025-01-16 16:00:00+00:00,148.04,164.77,191.56,16,3,1,2025-01-16
2025-01-16 17:00:00+00:00,184.32,184.32,184.32,17,3,1,2025-01-16
2025-01-16 18:00:00+00:00,179.97,179.97,179.97,18,3,1,2025-01-16
2025-01-16 19:00:00+00:00,159.6,159.6,159.6,19,3,1,2025-01-16
2025-01-16 20:00:00+00:00,148.33,142.32,141.6,20,3,1,2025-01-16
2025-01-16 21:00:00+00:00,136.02,136.02,135.29,21,3,1,2025-01-16
2025-01-16 22:00:00+00:00,124.44,124.44,123.75,22,3,1,2025-01-16
2025-01-16 23:00:00+00:00,124.83,124.83,118.87,23,3,1,2025-01-16
2025-01-17 00:00:00+00:00,121.32,121.32,118.39,0,4,1,2025-01-17
2025-01-17 01:00:00+00:00,118.2,118.2,115.71,1,4,1,2025-01-17
2025-01-17 02:00:00+00:00,117.49,117.49,114.72,2,4,1,2025-01-17
2025-01-17 03:00:00+00:00,117.26,117.26,115.48,3,4,1,2025-01-17
2025-01-17 04:00:00+00:00,119.99,119.99,122.16,4,4,1,2025-01-17
2025-01-17 05:00:00+00:00,137.1,140.8,140.8,5,4,1,2025-01-17
2025-01-17 06:00:00+00:00,150.84,175.01,175.01,6,4,1,2025-01-17
2025-01-17 07:00:00+00:00,200.0,208.13,208.13,7,4,1,2025-01-17
2025-01-17 08:00:00+00:00,155.1,175.34,175.34,8,4,1,2025-01-17
2025-01-17 09:00:00+00:00,129.87,149.39,158.0,9,4,1,2025-01-17
2025-01-17 10:00:00+00:00,116.44,136.0,140.73,10,4,1,2025-01-17
2025-01-17 11:00:00+00:00,115.2,126.44,126.44,11,4,1,2025-01-17
2025-01-17 12:00:00+00:00,108.5,124.03,124.03,12,4,1,2025-01-17
2025-01-17 13:00:00+00:00,106.5,119.51,132.99,13,4,1,2025-01-17
2025-01-17 14:00:00+00:00,115.0,120.02,151.98,14,4,1,2025-01-17
2025-01-17 15:00:00+00:00,118.38,138.02,170.21,15,4,1,2025-01-17
2025-01-17 16:00:00+00:00,145.12,172.31,178.79,16,4,1,2025-01-17
2025-01-17 17:00:00+00:00,175.0,179.92,179.92,17,4,1,2025-01-17
2025-01-17 18:00:00+00:00,174.22,174.22,174.22,18,4,1,2025-01-17
2025-01-17 19:00:00+00:00,157.91,157.91,157.91,19,4,1,2025-01-17
2025-01-17 20:00:00+00:00,153.27,145.0,145.0,20,4,1,2025-01-17
2025-01-17 21:00:00+00:00,139.97,139.97,139.97,21,4,1,2025-01-17
2025-01-17 22:00:00+00:00,137.34,127.05,126.84,22,4,1,2025-01-17
2025-01-17 23:00:00+00:00,135.56,125.46,125.29,23,4,1,2025-01-17
2025-01-18 00:00:00+00:00,130.01,121.08,121.05,0,5,1,2025-01-18
2025-01-18 01:00:00+00:00,129.73,121.06,120.98,1,5,1,2025-01-18
2025-01-18 02:00:00+00:00,124.9,118.86,118.85,2,5,1,2025-01-18
2025-01-18 03:00:00+00:00,117.0,116.56,116.46,3,5,1,2025-01-18
2025-01-18 04:00:00+00:00,119.78,119.78,119.77,4,5,1,2025-01-18
2025-01-18 05:00:00+00:00,120.0,120.0,119.75,5,5,1,2025-01-18
2025-01-18 06:00:00+00:00,133.8,133.8,133.39,6,5,1,2025-01-18
2025-01-18 07:00:00+00:00,145.69,145.69,145.63,7,5,1,2025-01-18
2025-01-18 08:00:00+00:00,144.1,144.1,144.1,8,5,1,2025-01-18
2025-01-18 09:00:00+00:00,131.7,131.7,131.21,9,5,1,2025-01-18
2025-01-18 10:00:00+00:00,110.2,121.6,121.56,10,5,1,2025-01-18
2025-01-18 11:00:00+00:00,113.97,118.87,118.87,11,5,1,2025-01-18
2025-01-18 12:00:00+00:00,114.17,115.01,115.01,12,5,1,2025-01-18
2025-01-18 13:00:00+00:00,114.17,117.28,119.32,13,5,1,2025-01-18
2025-01-18 14:00:00+00:00,113.97,113.97,133.32,14,5,1,2025-01-18
2025-01-18 15:00:00+00:00,120.9,120.9,149.71,15,5,1,2025-01-18
2025-01-18 16:00:00+00:00,145.65,145.65,164.59,16,5,1,2025-01-18
2025-01-18 17:00:00+00:00,167.57,167.57,167.57,17,5,1,2025-01-18
2025-01-18 18:00:00+00:00,167.85,167.85,167.85,18,5,1,2025-01-18
2025-01-18 19:00:00+00:00,156.12,156.12,156.12,19,5,1,2025-01-18
2025-01-18 20:00:00+00:00,149.61,143.42,143.42,20,5,1,2025-01-18
2025-01-18 21:00:00+00:00,147.25,136.4,136.4,21,5,1,2025-01-18
2025-01-18 22:00:00+00:00,142.19,129.36,129.36,22,5,1,2025-01-18
2025-01-18 23:00:00+00:00,134.46,129.77,129.73,23,5,1,2025-01-18
2025-01-19 00:00:00+00:00,125.51,124.35,124.2,0,6,1,2025-01-19
2025-01-19 01:00:00+00:00,123.17,123.17,123.05,1,6,1,2025-01-19
2025-01-19 02:00:00+00:00,121.24,121.24,121.24,2,6,1,2025-01-19
2025-01-19 03:00:00+00:00,120.18,120.18,120.18,3,6,1,2025-01-19
2025-01-19 04:00:00+00:00,120.0,120.0,120.0,4,6,1,2025-01-19
2025-01-19 05:00:00+00:00,121.59,121.59,121.57,5,6,1,2025-01-19
2025-01-19 06:00:00+00:00,123.47,123.47,123.33,6,6,1,2025-01-19
2025-01-19 07:00:00+00:00,123.61,123.61,123.6,7,6,1,2025-01-19
2025-01-19 08:00:00+00:00,125.33,125.33,125.16,8,6,1,2025-01-19
2025-01-19 09:00:00+00:00,103.0,125.43,125.19,9,6,1,2025-01-19
2025-01-19 10:00:00+00:00,102.35,122.16,121.56,10,6,1,2025-01-19
2025-01-19 11:00:00+00:00,103.0,112.25,112.25,11,6,1,2025-01-19
