,Spain,France,Germany,hour,day_of_week,month,date
2025-02-16 04:00:00+00:00,90.3,120.24,120.18,4,6,2,2025-02-16
2025-02-16 05:00:00+00:00,98.05,120.25,119.92,5,6,2,2025-02-16
2025-02-16 06:00:00+00:00,106.64,128.06,127.51,6,6,2,2025-02-16
2025-02-16 07:00:00+00:00,105.59,129.14,129.6,7,6,2,2025-02-16
2025-02-16 08:00:00+00:00,74.5,129.59,130.49,8,6,2,2025-02-16
2025-02-16 09:00:00+00:00,61.4,123.39,127.7,9,6,2,2025-02-16
2025-02-16 10:00:00+00:00,50.24,115.79,124.03,10,6,2,2025-02-16
2025-02-16 11:00:00+00:00,39.75,120.62,124.67,11,6,2,2025-02-16
2025-02-16 12:00:00+00:00,33.9,105.48,118.77,12,6,2,2025-02-16
2025-02-16 13:00:00+00:00,20.0,100.88,121.02,13,6,2,2025-02-16
2025-02-16 14:00:00+00:00,12.0,97.51,129.55,14,6,2,2025-02-16
2025-02-16 15:00:00+00:00,40.3,107.21,137.68,15,6,2,2025-02-16
2025-02-16 16:00:00+00:00,74.37,120.08,153.98,16,6,2,2025-02-16
2025-02-16 17:00:00+00:00,122.99,139.08,169.98,17,6,2,2025-02-16
2025-02-16 18:00:00+00:00,161.56,161.56,160.29,18,6,2,2025-02-16
2025-02-16 19:00:00+00:00,154.95,154.95,153.72,19,6,2,2025-02-16
2025-02-16 20:00:00+00:00,138.77,138.77,139.34,20,6,2,2025-02-16
2025-02-16 21:00:00+00:00,137.12,137.12,137.62,21,6,2,2025-02-16
2025-02-16 22:00:00+00:00,131.51,131.51,131.51,22,6,2,2025-02-16
2025-02-16 23:00:00+00:00,127.87,127.87,128.05,23,6,2,2025-02-16
2025-02-17 00:00:00+00:00,121.06,121.06,121.06,0,0,2,2025-02-17
2025-02-17 01:00:00+00:00,120.34,120.34,120.34,1,0,2,2025-02-17
2025-02-17 02:00:00+00:00,115.97,115.97,125.52,2,0,2,2025-02-17
2025-02-17 03:00:00+00:00,116.23,116.23,128.94,3,0,2,2025-02-17
2025-02-17 04:00:00+00:00,121.21,121.21,131.54,4,0,2,2025-02-17
2025-02-17 05:00:00+00:00,130.0,141.19,153.16,5,0,2,2025-02-17
2025-02-17 06:00:00+00:00,204.74,204.74,204.74,6,0,2,2025-02-17
2025-02-17 07:00:00+00:00,209.79,209.79,209.79,7,0,2,2025-02-17
2025-02-17 08:00:00+00:00,139.36,171.3,171.3,8,0,2,2025-02-17
2025-02-17 09:00:00+00:00,120.58,139.67,139.67,9,0,2,2025-02-17
2025-02-17 10:00:00+00:00,117.26,117.26,117.19,10,0,2,2025-02-17
2025-02-17 11:00:00+00:00,109.9,109.9,109.47,11,0,2,2025-02-17
2025-02-17 12:00:00+00:00,100.0,106.84,106.78,12,0,2,2025-02-17
2025-02-17 13:00:00+00:00,98.97,112.31,111.89,13,0,2,2025-02-17
2025-02-17 14:00:00+00:00,100.0,119.28,132.27,14,0,2,2025-02-17
2025-02-17 15:00:00+00:00,110.97,133.15,158.96,15,0,2,2025-02-17
2025-02-17 16:00:00+00:00,130.0,155.85,222.92,16,0,2,2025-02-17
2025-02-17 17:00:00+00:00,180.0,213.34,271.0,17,0,2,2025-02-17
2025-02-17 18:00:00+00:00,215.52,215.52,215.36,18,0,2,2025-02-17
2025-02-17 19:00:00+00:00,200.0,178.0,177.86,19,0,2,2025-02-17
2025-02-17 20:00:00+00:00,155.62,155.62,155.19,20,0,2,2025-02-17
2025-02-17 21:00:00+00:00,140.0,140.0,139.39,21,0,2,2025-02-17
2025-02-17 22:00:00+00:00,130.6,130.6,129.57,22,0,2,2025-02-17
2025-02-17 23:00:00+00:00,103.84,133.29,132.95,23,0,2,2025-02-17
2025-02-18 00:00:00+00:00,87.5,125.18,125.0,0,1,2,2025-02-18
2025-02-18 01:00:00+00:00,75.2,123.92,123.56,1,1,2,2025-02-18
2025-02-18 02:00:00+00:00,64.98,114.03,117.11,2,1,2,2025-02-18
2025-02-18 03:00:00+00:00,59.4,111.81,115.66,3,1,2,2025-02-18
2025-02-18 04:00:00+00:00,60.01,118.5,121.93,4,1,2,2025-02-18
2025-02-18 05:00:00+00:00,65.24,129.6,143.61,5,1,2,2025-02-18
2025-02-18 06:00:00+00:00,101.0,170.8,190.34,6,1,2,2025-02-18
2025-02-18 07:00:00+00:00,109.11,193.8,193.8,7,1,2,2025-02-18
2025-02-18 08:00:00+00:00,80.0,144.73,143.53,8,1,2,2025-02-18
2025-02-18 09:00:00+00:00,65.37,125.87,124.24,9,1,2,2025-02-18
2025-02-18 10:00:00+00:00,49.6,111.75,109.71,10,1,2,2025-02-18
2025-02-18 11:00:00+00:00,15.36,100.69,96.41,11,1,2,2025-02-18
2025-02-18 12:00:00+00:00,7.03,94.11,88.53,12,1,2,2025-02-18
2025-02-18 13:00:00+00:00,9.99,102.96,98.35,13,1,2,2025-02-18
2025-02-18 14:00:00+00:00,26.1,113.76,110.0,14,1,2,2025-02-18
2025-02-18 15:00:00+00:00,60.01,124.68,128.16,15,1,2,2025-02-18
2025-02-18 16:00:00+00:00,80.82,138.32,177.61,16,1,2,2025-02-18
2025-02-18 17:00:00+00:00,115.0,168.49,174.32,17,1,2,2025-02-18
2025-02-18 18:00:00+00:00,159.88,159.88,155.91,18,1,2,2025-02-18
2025-02-18 19:00:00+00:00,144.4,144.4,142.42,19,1,2,2025-02-18
2025-02-18 20:00:00+00:00,133.54,133.54,129.41,20,1,2,2025-02-18
2025-02-18 21:00:00+00:00,124.02,124.02,121.9,21,1,2,2025-02-18
2025-02-18 22:00:00+00:00,116.23,116.23,114.45,22,1,2,2025-02-18
2025-02-18 23:00:00+00:00,106.48,106.48,104.54,23,1,2,2025-02-18
2025-02-19 00:00:00+00:00,101.18,101.18,99.29,0,2,2,2025-02-19
2025-02-19 01:00:00+00:00,101.3,101.3,99.6,1,2,2,2025-02-19
2025-02-19 02:00:00+00:00,99.0,99.0,97.29,2,2,2,2025-02-19
2025-02-19 03:00:00+00:00,96.06,96.06,94.5,3,2,2,2025-02-19
2025-02-19 04:00:00+00:00,101.83,101.83,97.48,4,2,2,2025-02-19
2025-02-19 05:00:00+00:00,120.18,120.18,115.0,5,2,2,2025-02-19
2025-02-19 06:00:00+00:00,149.5,149.5,149.5,6,2,2,2025-02-19
2025-02-19 07:00:00+00:00,167.39,167.39,166.37,7,2,2,2025-02-19
2025-02-19 08:00:00+00:00,133.73,133.73,128.76,8,2,2,2025-02-19
2025-02-19 09:00:00+00:00,114.37,114.37,107.91,9,2,2,2025-02-19
2025-02-19 10:00:00+00:00,105.57,105.57,89.28,10,2,2,2025-02-19
2025-02-19 11:00:00+00:00,104.24,104.24,81.52,11,2,2,2025-02-19
2025-02-19 12:00:00+00:00,97.23,97.23,82.74,12,2,2,2025-02-19
2025-02-19 13:00:00+00:00,90.01,97.3,85.2,13,2,2,2025-02-19
2025-02-19 14:00:00+00:00,90.01,109.7,90.63,14,2,2,2025-02-19
2025-02-19 15:00:00+00:00,105.0,118.06,110.03,15,2,2,2025-02-19
2025-02-19 16:00:00+00:00,121.14,123.29,131.28,16,2,2,2025-02-19
2025-02-19 17:00:00+00:00,150.0,151.3,142.98,17,2,2,2025-02-19
2025-02-19 18:00:00+00:00,183.5,150.04,144.42,18,2,2,2025-02-19
2025-02-19 19:00:00+00:00,203.2,126.79,120.9,19,2,2,2025-02-19
2025-02-19 20:00:00+00:00,169.37,118.69,113.75,20,2,2,2025-02-19
2025-02-19 21:00:00+00:00,139.21,116.8,107.13,21,2,2,2025-02-19
2025-02-19 22:00:00+00:00,115.82,105.34,99.81,22,2,2,2025-02-19
2025-02-19 23:00:00+00:00,100.05,90.89,86.17,23,2,2,2025-02-19
2025-02-20 00:00:00+00:00,94.5,89.97,85.2,0,3,2,2025-02-20
2025-02-20 01:00:00+00:00,94.0,89.41,84.56,1,3,2,2025-02-20
2025-02-20 02:00:00+00:00,87.03,87.03,83.64,2,3,2,2025-02-20
2025-02-20 03:00:00+00:00,85.89,85.89,82.18,3,3,2,2025-02-20
2025-02-20 04:00:00+00:00,87.98,87.98,83.84,4,3,2,2025-02-20
2025-02-20 05:00:00+00:00,98.19,98.19,86.31,5,3,2,2025-02-20
2025-02-20 06:00:00+00:00,113.87,113.87,110.41,6,3,2,2025-02-20
2025-02-20 07:00:00+00:00,131.1,131.1,127.98,7,3,2,2025-02-20
2025-02-20 08:00:00+00:00,103.53,114.26,105.87,8,3,2,2025-02-20
2025-02-20 09:00:00+00:00,77.0,98.01,93.72,9,3,2,2025-02-20
2025-02-20 10:00:00+00:00,53.5,87.9,87.23,10,3,2,2025-02-20
2025-02-20 11:00:00+00:00,34.97,87.87,86.87,11,3,2,2025-02-20
2025-02-20 12:00:00+00:00,28.3,85.05,84.51,12,3,2,2025-02-20
2025-02-20 13:00:00+00:00,20.33,85.53,84.78,13,3,2,2025-02-20
2025-02-20 14:00:00+00:00,28.3,88.29,90.05,14,3,2,2025-02-20
2025-02-20 15:00:00+00:00,50.0,91.1,98.34,15,3,2,2025-02-20
2025-02-20 16:00:00+00:00,78.0,109.56,110.13,16,3,2,2025-02-20
2025-02-20 17:00:00+00:00,125.0,127.42,112.38,17,3,2,2025-02-20
2025-02-20 18:00:00+00:00,141.5,133.98,122.45,18,3,2,2025-02-20
2025-02-20 19:00:00+00:00,150.56,116.63,105.91,19,3,2,2025-02-20
2025-02-20 20:00:00+00:00,130.0,101.28,92.41,20,3,2,2025-02-20
2025-02-20 21:00:00+00:00,100.05,98.51,90.84,21,3,2,2025-02-20
2025-02-20 22:00:00+00:00,88.0,88.0,83.0,22,3,2,2025-02-20
2025-02-20 23:00:00+00:00,72.88,76.16,75.51,23,3,2,2025-02-20
2025-02-21 00:00:00+00:00,70.0,70.0,74.99,0,4,2,2025-02-21
2025-02-21 01:00:00+00:00,52.5,62.07,79.8,1,4,2,2025-02-21
2025-02-21 02:00:00+00:00,51.98,51.98,83.4,2,4,2,2025-02-21
2025-02-21 03:00:00+00:00,40.7,40.7,82.4,3,4,2,2025-02-21
2025-02-21 04:00:00+00:00,38.71,38.71,82.03,4,4,2,2025-02-21
2025-02-21 05:00:00+00:00,52.5,52.5,106.47,5,4,2,2025-02-21
2025-02-21 06:00:00+00:00,69.96,69.96,152.5,6,4,2,2025-02-21
2025-02-21 07:00:00+00:00,72.88,78.92,145.21,7,4,2,2025-02-21
2025-02-21 08:00:00+00:00,67.52,80.11,120.98,8,4,2,2025-02-21
2025-02-21 09:00:00+00:00,45.2,67.46,98.68,9,4,2,2025-02-21
2025-02-21 10:00:00+00:00,13.48,50.69,83.4,10,4,2,2025-02-21
2025-02-21 11:00:00+00:00,3.52,52.95,78.0,11,4,2,2025-02-21
2025-02-21 12:00:00+00:00,3.52,43.87,76.41,12,4,2,2025-02-21
2025-02-21 13:00:00+00:00,3.52,32.74,79.52,13,4,2,2025-02-21
2025-02-21 14:00:00+00:00,3.52,50.16,82.94,14,4,2,2025-02-21
2025-02-21 15:00:00+00:00,5.0,53.9,103.47,15,4,2,2025-02-21
2025-02-21 16:00:00+00:00,42.2,76.34,103.45,16,4,2,2025-02-21
2025-02-21 17:00:00+00:00,52.37,94.58,101.98,17,4,2,2025-02-21
2025-02-21 18:00:00+00:00,93.83,93.83,81.95,18,4,2,2025-02-21
2025-02-21 19:00:00+00:00,84.97,84.97,80.25,19,4,2,2025-02-21
2025-02-21 20:00:00+00:00,70.94,70.94,70.85,20,4,2,2025-02-21
2025-02-21 21:00:00+00:00,69.96,69.96,70.64,21,4,2,2025-02-21
2025-02-21 22:00:00+00:00,70.17,70.17,64.33,22,4,2,2025-02-21
2025-02-21 23:00:00+00:00,59.05,59.05,50.99,23,4,2,2025-02-21
2025-02-22 00:00:00+00:00,53.92,53.92,48.62,0,5,2,2025-02-22
2025-02-22 01:00:00+00:00,52.12,52.12,47.96,1,5,2,2025-02-22
2025-02-22 02:00:00+00:00,45.5,45.5,42.62,2,5,2,2025-02-22
2025-02-22 03:00:00+00:00,44.72,44.72,41.2,3,5,2,2025-02-22
2025-02-22 04:00:00+00:00,55.54,55.54,49.15,4,5,2,2025-02-22
2025-02-22 05:00:00+00:00,61.03,61.03,49.11,5,5,2,2025-02-22
2025-02-22 06:00:00+00:00,70.83,70.83,61.22,6,5,2,2025-02-22
2025-02-22 07:00:00+00:00,73.33,73.33,68.25,7,5,2,2025-02-22
2025-02-22 08:00:00+00:00,72.86,72.86,67.74,8,5,2,2025-02-22
2025-02-22 09:00:00+00:00,64.48,64.48,53.21,9,5,2,2025-02-22
2025-02-22 10:00:00+00:00,63.0,63.0,47.13,10,5,2,2025-02-22
2025-02-22 11:00:00+00:00,50.24,60.07,40.4,11,5,2,2025-02-22
2025-02-22 12:00:00+00:00,43.2,58.15,52.69,12,5,2,2025-02-22
2025-02-22 13:00:00+00:00,39.94,65.05,68.0,13,5,2,2025-02-22
2025-02-22 14:00:00+00:00,39.68,62.77,85.6,14,5,2,2025-02-22
2025-02-22 15:00:00+00:00,43.2,63.72,100.95,15,5,2,2025-02-22
2025-02-22 16:00:00+00:00,72.38,82.22,108.38,16,5,2,2025-02-22
2025-02-22 17:00:00+00:00,122.94,122.94,106.98,17,5,2,2025-02-22
2025-02-22 18:00:00+00:00,130.72,130.72,115.18,18,5,2,2025-02-22
2025-02-22 19:00:00+00:00,121.47,121.47,103.0,19,5,2,2025-02-22
2025-02-22 20:00:00+00:00,110.79,110.79,101.58,20,5,2,2025-02-22
2025-02-22 21:00:00+00:00,107.11,107.11,94.27,21,5,2,2025-02-22
2025-02-22 22:00:00+00:00,102.2,102.2,83.51,22,5,2,2025-02-22
2025-02-22 23:00:00+00:00,90.2,99.25,91.1,23,5,2,2025-02-22
2025-02-23 00:00:00+00:00,81.0,90.94,84.99,0,6,2,2025-02-23
2025-02-23 01:00:00+00:00,80.82,88.92,86.21,1,6,2,2025-02-23
2025-02-23 02:00:00+00:00,77.83,77.83,83.63,2,6,2,2025-02-23
2025-02-23 03:00:00+00:00,75.54,75.54,85.77,3,6,2,2025-02-23
2025-02-23 04:00:00+00:00,76.45,76.45,87.33,4,6,2,2025-02-23
2025-02-23 05:00:00+00:00,79.98,79.98,87.7,5,6,2,2025-02-23
2025-02-23 06:00:00+00:00,80.1,80.1,108.0,6,6,2,2025-02-23
2025-02-23 07:00:00+00:00,76.74,76.74,112.24,7,6,2,2025-02-23
2025-02-23 08:00:00+00:00,61.58,61.58,99.35,8,6,2,2025-02-23
2025-02-23 09:00:00+00:00,29.5,53.0,83.0,9,6,2,2025-02-23
2025-02-23 10:00:00+00:00,15.0,43.42,81.5,10,6,2,2025-02-23
2025-02-23 11:00:00+00:00,5.93,53.89,71.12,11,6,2,2025-02-23
2025-02-23 12:00:00+00:00,10.95,43.91,69.2,12,6,2,2025-02-23
2025-02-23 13:00:00+00:00,10.95,22.18,64.75,13,6,2,2025-02-23
2025-02-23 14:00:00+00:00,3.52,28.53,69.11,14,6,2,2025-02-23
2025-02-23 15:00:00+00:00,10.96,30.1,84.7,15,6,2,2025-02-23
2025-02-23 16:00:00+00:00,50.0,50.0,150.45,16,6,2,2025-02-23
2025-02-23 17:00:00+00:00,100.9,100.9,154.69,17,6,2,2025-02-23
2025-02-23 18:00:00+00:00,122.94,122.94,117.02,18,6,2,2025-02-23
2025-02-23 19:00:00+00:00,134.7,100.52,96.03,19,6,2,2025-02-23
2025-02-23 20:00:00+00:00,123.25,81.42,77.32,20,6,2,2025-02-23
2025-02-23 21:00:00+00:00,100.9,81.77,73.81,21,6,2,2025-02-23
2025-02-23 22:00:00+00:00,79.7,67.3,65.99,22,6,2,2025-02-23
2025-02-23 23:00:00+00:00,79.21,35.01,70.83,23,6,2,2025-02-23
2025-02-24 00:00:00+00:00,67.94,30.19,67.99,0,0,2,2025-02-24
2025-02-24 01:00:00+00:00,56.2,27.44,40.98,1,0,2,2025-02-24
2025-02-24 02:00:00+00:00,49.0,24.56,37.1,2,0,2,2025-02-24
2025-02-24 03:00:00+00:00,46.25,17.98,65.34,3,0,2,2025-02-24
2025-02-24 04:00:00+00:00,56.03,28.3,70.03,4,0,2,2025-02-24
2025-02-24 05:00:00+00:00,74.78,72.07,81.0,5,0,2,2025-02-24
2025-02-24 06:00:00+00:00,103.33,103.33,84.8,6,0,2,2025-02-24
2025-02-24 07:00:00+00:00,116.86,116.86,106.68,7,0,2,2025-02-24
2025-02-24 08:00:00+00:00,100.0,100.0,93.26,8,0,2,2025-02-24
2025-02-24 09:00:00+00:00,88.64,88.64,79.04,9,0,2,2025-02-24
2025-02-24 10:00:00+00:00,74.78,88.95,83.44,10,0,2,2025-02-24
2025-02-24 11:00:00+00:00,56.2,86.65,81.63,11,0,2,2025-02-24
2025-02-24 12:00:00+00:00,40.56,87.03,83.0,12,0,2,2025-02-24
2025-02-24 13:00:00+00:00,32.64,89.45,86.4,13,0,2,2025-02-24
2025-02-24 14:00:00+00:00,34.0,91.2,92.55,14,0,2,2025-02-24
2025-02-24 15:00:00+00:00,43.76,109.17,100.7,15,0,2,2025-02-24
2025-02-24 16:00:00+00:00,67.94,112.99,112.94,16,0,2,2025-02-24
2025-02-24 17:00:00+00:00,107.59,147.92,137.81,17,0,2,2025-02-24
2025-02-24 18:00:00+00:00,159.17,159.17,148.71,18,0,2,2025-02-24
2025-02-24 19:00:00+00:00,134.91,134.91,129.27,19,0,2,2025-02-24
2025-02-24 20:00:00+00:00,115.28,115.28,112.29,20,0,2,2025-02-24
2025-02-24 21:00:00+00:00,100.54,106.88,112.9,21,0,2,2025-02-24
2025-02-24 22:00:00+00:00,79.98,108.03,106.48,22,0,2,2025-02-24
2025-02-24 23:00:00+00:00,71.98,89.72,90.6,23,0,2,2025-02-24
2025-02-25 00:00:00+00:00,72.11,89.33,89.91,0,1,2,2025-02-25
2025-02-25 01:00:00+00:00,71.0,87.75,93.39,1,1,2,2025-02-25
2025-02-25 02:00:00+00:00,71.98,85.96,93.86,2,1,2,2025-02-25
2025-02-25 03:00:00+00:00,79.98,80.49,97.43,3,1,2,2025-02-25
2025-02-25 04:00:00+00:00,89.26,92.92,105.78,4,1,2,2025-02-25
2025-02-25 05:00:00+00:00,101.0,110.98,144.87,5,1,2,2025-02-25
2025-02-25 06:00:00+00:00,123.75,123.75,167.16,6,1,2,2025-02-25
2025-02-25 07:00:00+00:00,136.97,136.97,173.34,7,1,2,2025-02-25
2025-02-25 08:00:00+00:00,125.48,131.04,153.73,8,1,2,2025-02-25
2025-02-25 09:00:00+00:00,106.0,113.1,140.36,9,1,2,2025-02-25
2025-02-25 10:00:00+00:00,88.0,102.9,126.75,10,1,2,2025-02-25
2025-02-25 11:00:00+00:00,76.0,93.0,124.63,11,1,2,2025-02-25
2025-02-25 12:00:00+00:00,72.24,83.28,125.81,12,1,2,2025-02-25
2025-02-25 13:00:00+00:00,60.17,81.78,134.38,13,1,2,2025-02-25
2025-02-25 14:00:00+00:00,57.56,83.02,148.34,14,1,2,2025-02-25
2025-02-25 15:00:00+00:00,60.0,84.27,170.68,15,1,2,2025-02-25
2025-02-25 16:00:00+00:00,79.98,92.86,207.97,16,1,2,2025-02-25
2025-02-25 17:00:00+00:00,110.0,115.84,233.05,17,1,2,2025-02-25
2025-02-25 18:00:00+00:00,140.99,140.99,188.09,18,1,2,2025-02-25
2025-02-25 19:00:00+00:00,137.99,135.55,156.96,19,1,2,2025-02-25
2025-02-25 20:00:00+00:00,128.97,118.45,142.47,20,1,2,2025-02-25
2025-02-25 21:00:00+00:00,114.28,114.28,129.46,21,1,2,2025-02-25
2025-02-25 22:00:00+00:00,100.41,100.41,115.13,22,1,2,2025-02-25
2025-02-25 23:00:00+00:00,102.48,102.48,122.99,23,1,2,2025-02-25
2025-02-26 00:00:00+00:00,86.87,86.87,119.82,0,2,2,2025-02-26
2025-02-26 01:00:00+00:00,92.98,92.98,116.94,1,2,2,2025-02-26
2025-02-26 02:00:00+00:00,86.38,86.38,115.98,2,2,2,2025-02-26
2025-02-26 03:00:00+00:00,88.59,88.59,116.56,3,2,2,2025-02-26
2025-02-26 04:00:00+00:00,97.82,97.82,117.27,4,2,2,2025-02-26
2025-02-26 05:00:00+00:00,111.76,111.76,132.65,5,2,2,2025-02-26
2025-02-26 06:00:00+00:00,136.2,136.2,159.93,6,2,2,2025-02-26
2025-02-26 07:00:00+00:00,139.08,139.08,175.19,7,2,2,2025-02-26
2025-02-26 08:00:00+00:00,106.46,121.43,160.22,8,2,2,2025-02-26
2025-02-26 09:00:00+00:00,65.0,94.73,141.37,9,2,2,2025-02-26
2025-02-26 10:00:00+00:00,70.0,83.07,129.95,10,2,2,2025-02-26
2025-02-26 11:00:00+00:00,59.3,84.26,120.53,11,2,2,2025-02-26
2025-02-26 12:00:00+00:00,58.0,65.18,119.89,12,2,2,2025-02-26
2025-02-26 13:00:00+00:00,54.59,54.59,125.12,13,2,2,2025-02-26
2025-02-26 14:00:00+00:00,58.28,58.28,132.9,14,2,2,2025-02-26
2025-02-26 15:00:00+00:00,71.98,71.98,149.75,15,2,2,2025-02-26
2025-02-26 16:00:00+00:00,97.0,97.0,165.01,16,2,2,2025-02-26
2025-02-26 17:00:00+00:00,126.37,126.37,172.57,17,2,2,2025-02-26
2025-02-26 18:00:00+00:00,161.95,161.95,162.82,18,2,2,2025-02-26
2025-02-26 19:00:00+00:00,225.0,131.05,147.38,19,2,2,2025-02-26
2025-02-26 20:00:00+00:00,181.02,117.43,118.44,20,2,2,2025-02-26
2025-02-26 21:00:00+00:00,126.16,121.84,120.94,21,2,2,2025-02-26
2025-02-26 22:00:00+00:00,125.0,113.02,112.46,22,2,2,2025-02-26
2025-02-26 23:00:00+00:00,116.52,102.25,101.48,23,2,2,2025-02-26
2025-02-27 00:00:00+00:00,114.51,103.81,103.81,0,3,2,2025-02-27
2025-02-27 01:00:00+00:00,106.0,101.3,101.24,1,3,2,2025-02-27
2025-02-27 02:00:00+00:00,103.44,99.68,99.6,2,3,2,2025-02-27
2025-02-27 03:00:00+00:00,101.0,100.39,100.43,3,3,2,2025-02-27
2025-02-27 04:00:00+00:00,104.35,104.35,105.87,4,3,2,2025-02-27
2025-02-27 05:00:00+00:00,117.14,117.14,115.18,5,3,2,2025-02-27
2025-02-27 06:00:00+00:00,145.0,145.0,152.32,6,3,2,2025-02-27
2025-02-27 07:00:00+00:00,168.77,159.47,159.05,7,3,2,2025-02-27
2025-02-27 08:00:00+00:00,129.18,129.18,142.58,8,3,2,2025-02-27
2025-02-27 09:00:00+00:00,109.49,109.49,129.94,9,3,2,2025-02-27
2025-02-27 10:00:00+00:00,100.19,100.19,110.0,10,3,2,2025-02-27
2025-02-27 11:00:00+00:00,93.0,93.0,101.1,11,3,2,2025-02-27
2025-02-27 12:00:00+00:00,89.0,89.0,109.25,12,3,2,2025-02-27
2025-02-27 13:00:00+00:00,86.8,86.8,110.0,13,3,2,2025-02-27
2025-02-27 14:00:00+00:00,89.0,89.0,123.0,14,3,2,2025-02-27
2025-02-27 15:00:00+00:00,100.0,100.0,142.62,15,3,2,2025-02-27
2025-02-27 16:00:00+00:00,113.95,113.95,158.69,16,3,2,2025-02-27
2025-02-27 17:00:00+00:00,136.13,136.13,174.71,17,3,2,2025-02-27
2025-02-27 18:00:00+00:00,165.0,161.31,163.17,18,3,2,2025-02-27
2025-02-27 19:00:00+00:00,219.08,143.75,144.61,19,3,2,2025-02-27
2025-02-27 20:00:00+00:00,147.01,132.88,136.54,20,3,2,2025-02-27
2025-02-27 21:00:00+00:00,122.31,122.31,124.69,21,3,2,2025-02-27
2025-02-27 22:00:00+00:00,113.5,113.5,114.89,22,3,2,2025-02-27
2025-02-27 23:00:00+00:00,115.59,115.59,115.47,23,3,2,2025-02-27
2025-02-28 00:00:00+00:00,110.54,110.54,110.54,0,4,2,2025-02-28
2025-02-28 01:00:00+00:00,109.38,109.38,109.38,1,4,2,2025-02-28
2025-02-28 02:00:00+00:00,105.2,105.2,106.93,2,4,2,2025-02-28
2025-02-28 03:00:00+00:00,104.49,104.49,112.03,3,4,2,2025-02-28
2025-02-28 04:00:00+00:00,104.49,104.49,112.63,4,4,2,2025-02-28
2025-02-28 05:00:00+00:00,116.28,116.93,135.99,5,4,2,2025-02-28
2025-02-28 06:00:00+00:00,133.87,138.39,150.0,6,4,2,2025-02-28
2025-02-28 07:00:00+00:00,142.9,152.94,161.82,7,4,2,2025-02-28
2025-02-28 08:00:00+00:00,115.8,120.81,145.5,8,4,2,2025-02-28
2025-02-28 09:00:00+00:00,102.48,105.34,127.7,9,4,2,2025-02-28
2025-02-28 10:00:00+00:00,93.0,93.0,115.97,10,4,2,2025-02-28
2025-02-28 11:00:00+00:00,91.08,91.08,109.51,11,4,2,2025-02-28
2025-02-28 12:00:00+00:00,80.13,80.13,108.57,12,4,2,2025-02-28
2025-02-28 13:00:00+00:00,85.2,85.2,111.58,13,4,2,2025-02-28
2025-02-28 14:00:00+00:00,93.29,93.29,125.57,14,4,2,2025-02-28
2025-02-28 15:00:00+00:00,96.74,96.74,135.05,15,4,2,2025-02-28
2025-02-28 16:00:00+00:00,115.51,115.51,152.85,16,4,2,2025-02-28
2025-02-28 17:00:00+00:00,123.52,124.74,161.24,17,4,2,2025-02-28
2025-02-28 18:00:00+00:00,151.96,151.96,158.86,18,4,2,2025-02-28
2025-02-28 19:00:00+00:00,134.27,134.27,143.96,19,4,2,2025-02-28
2025-02-28 20:00:00+00:00,121.73,121.73,132.94,20,4,2,2025-02-28
2025-02-28 21:00:00+00:00,114.72,114.72,127.43,21,4,2,2025-02-28
2025-02-28 22:00:00+00:00,106.75,106.75,119.03,22,4,2,2025-02-28
2025-02-28 23:00:00+00:00,105.36,118.24,128.19,23,4,2,2025-02-28
