Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Apr 19, 2024 5:00 AM;Apr 19, 2024 6:00 AM;4,042.50;1,994.25;4,780.50;26,276.00;6.50;117.75;-;4,774.75;2,752.50;5,086.25;92.00;1,676.00
Apr 19, 2024 6:00 AM;Apr 19, 2024 7:00 AM;4,294.00;2,040.00;4,898.00;28,776.50;238.50;116.25;-;4,846.50;2,920.25;5,791.75;730.00;1,701.00
Apr 19, 2024 7:00 AM;Apr 19, 2024 8:00 AM;4,486.75;2,051.75;5,045.25;28,593.75;2,064.50;114.75;-;5,316.25;2,970.75;5,950.75;3,108.50;1,733.25
Apr 19, 2024 8:00 AM;Apr 19, 2024 9:00 AM;4,541.50;1,982.25;5,619.50;28,995.00;4,961.25;114.25;-;5,268.50;2,876.25;6,026.75;4,073.50;1,763.50
Apr 19, 2024 9:00 AM;Apr 19, 2024 10:00 AM;4,414.00;2,015.25;5,721.25;30,522.00;7,648.75;113.25;-;5,112.75;2,856.75;5,703.75;1,426.00;1,780.00
Apr 19, 2024 10:00 AM;Apr 19, 2024 11:00 AM;4,204.00;1,966.00;5,614.00;31,246.00;10,232.75;114.25;-;4,952.25;2,765.50;5,061.25;559.00;1,755.00
Apr 19, 2024 11:00 AM;Apr 19, 2024 12:00 PM;4,088.25;1,977.00;5,506.75;31,028.50;12,287.75;115.25;-;4,898.75;2,531.75;4,458.75;363.00;1,730.25
Apr 19, 2024 12:00 PM;Apr 19, 2024 1:00 PM;3,997.00;1,972.75;5,424.50;30,244.25;13,231.00;114.75;-;4,894.25;2,371.00;4,195.00;130.25;1,730.50
Apr 19, 2024 1:00 PM;Apr 19, 2024 2:00 PM;3,951.75;1,909.00;5,422.00;29,116.50;12,975.75;115.75;-;4,874.00;2,267.75;4,134.25;62.25;1,765.75
Apr 19, 2024 2:00 PM;Apr 19, 2024 3:00 PM;3,933.75;1,891.50;5,143.00;28,625.25;12,626.00;115.75;-;4,494.50;2,334.75;4,191.25;22.25;1,783.50
Apr 19, 2024 3:00 PM;Apr 19, 2024 4:00 PM;3,937.25;1,883.00;4,848.00;28,503.00;11,432.00;115.50;-;4,203.50;2,520.50;4,408.50;104.25;1,781.75
Apr 19, 2024 4:00 PM;Apr 19, 2024 5:00 PM;4,036.25;1,917.00;5,114.25;28,211.00;9,936.75;115.75;-;4,034.25;2,801.25;4,741.75;116.50;1,712.75
Apr 19, 2024 5:00 PM;Apr 19, 2024 6:00 PM;4,262.00;1,922.75;4,670.75;28,263.50;7,121.00;115.00;-;4,108.75;2,946.75;5,299.25;558.75;1,746.25
Apr 19, 2024 6:00 PM;Apr 19, 2024 7:00 PM;4,486.25;1,976.50;4,851.25;28,792.25;3,885.25;115.50;-;4,347.25;2,872.00;5,431.75;1,768.50;1,741.50
Apr 19, 2024 7:00 PM;Apr 19, 2024 8:00 PM;4,606.50;1,998.25;4,875.75;28,374.00;1,151.50;115.00;-;4,460.50;2,664.25;5,108.00;3,492.00;1,722.00
Apr 19, 2024 8:00 PM;Apr 19, 2024 9:00 PM;4,595.75;2,074.00;4,904.75;28,555.75;55.25;115.00;-;4,726.50;2,450.50;5,131.50;4,673.50;1,769.25
Apr 19, 2024 9:00 PM;Apr 19, 2024 10:00 PM;4,514.50;2,032.25;5,280.50;27,661.25;10.75;114.50;-;4,646.50;2,150.00;4,993.75;3,542.25;1,777.75
Apr 19, 2024 10:00 PM;Apr 19, 2024 11:00 PM;4,376.50;2,058.75;5,221.00;26,343.00;8.50;104.25;-;4,456.00;2,186.75;4,765.25;1,345.25;1,746.75
Apr 19, 2024 11:00 PM;Apr 20, 2024 12:00 AM;4,222.50;2,077.00;4,876.00;25,410.75;7.00;99.00;-;4,093.25;2,115.50;4,371.75;683.75;1,729.50
Apr 20, 2024 12:00 AM;Apr 20, 2024 1:00 AM;4,103.75;1,998.50;4,760.00;24,273.25;3.50;109.25;-;3,981.00;1,916.00;3,820.75;426.75;1,712.25
Apr 20, 2024 1:00 AM;Apr 20, 2024 2:00 AM;4,072.50;1,916.75;4,657.75;23,665.25;4.00;113.50;-;3,994.00;1,730.75;3,766.75;155.50;1,656.00
Apr 20, 2024 2:00 AM;Apr 20, 2024 3:00 AM;4,111.50;1,915.25;4,808.00;22,848.25;4.00;114.00;-;3,994.25;1,411.50;3,754.50;137.75;1,659.75
Apr 20, 2024 3:00 AM;Apr 20, 2024 4:00 AM;4,152.50;1,930.50;4,609.25;22,153.75;4.00;114.25;-;4,011.25;1,398.50;3,803.25;160.25;1,657.00
Apr 20, 2024 4:00 AM;Apr 20, 2024 5:00 AM;4,197.50;1,938.50;4,473.25;20,585.25;4.25;113.25;-;4,029.75;1,414.00;3,929.75;138.00;1,675.00
Apr 20, 2024 5:00 AM;Apr 20, 2024 6:00 AM;4,288.50;1,968.75;4,324.00;19,130.25;8.25;111.50;-;3,994.00;1,459.00;4,056.00;166.25;1,695.50
Apr 20, 2024 6:00 AM;Apr 20, 2024 7:00 AM;4,454.00;1,989.75;3,697.75;17,709.75;291.50;109.75;-;4,039.75;1,471.25;4,104.00;336.50;1,708.75
Apr 20, 2024 7:00 AM;Apr 20, 2024 8:00 AM;4,593.25;2,001.75;2,599.50;15,462.50;2,681.00;110.00;-;4,155.00;1,419.75;4,162.00;457.50;1,712.50
Apr 20, 2024 8:00 AM;Apr 20, 2024 9:00 AM;4,594.25;2,016.25;1,951.50;13,223.25;7,312.25;110.75;-;4,451.75;1,467.75;4,168.50;749.75;1,718.75
Apr 20, 2024 9:00 AM;Apr 20, 2024 10:00 AM;4,463.75;1,996.00;1,215.50;12,017.50;12,639.50;111.00;-;4,317.50;1,400.75;4,012.00;243.25;1,709.25
Apr 20, 2024 10:00 AM;Apr 20, 2024 11:00 AM;4,323.00;2,010.25;648.75;10,840.00;18,219.75;110.00;-;4,343.75;1,393.00;3,898.25;12.75;1,719.75
Apr 20, 2024 11:00 AM;Apr 20, 2024 12:00 PM;4,245.00;2,003.25;396.00;9,408.25;22,789.25;111.25;-;4,350.00;1,393.50;3,629.25;53.75;1,702.25
Apr 20, 2024 12:00 PM;Apr 20, 2024 1:00 PM;4,183.25;2,017.25;429.25;8,397.25;25,752.50;105.50;-;4,362.00;1,387.25;3,467.00;8.25;1,692.50
Apr 20, 2024 1:00 PM;Apr 20, 2024 2:00 PM;4,127.50;2,035.25;514.50;7,822.00;26,714.25;102.50;-;4,360.00;1,408.75;3,335.25;12.25;1,675.00
Apr 20, 2024 2:00 PM;Apr 20, 2024 3:00 PM;4,105.25;2,102.00;1,039.00;7,007.25;26,579.50;114.00;-;4,355.00;1,339.00;3,314.75;22.25;1,588.50
Apr 20, 2024 3:00 PM;Apr 20, 2024 4:00 PM;4,157.50;2,133.00;2,118.00;6,728.00;23,789.50;114.00;-;4,011.75;1,321.50;3,333.25;8.00;1,575.25
Apr 20, 2024 4:00 PM;Apr 20, 2024 5:00 PM;4,240.25;2,144.50;3,447.50;7,574.50;19,026.25;104.00;-;3,984.25;1,344.00;3,624.75;131.50;1,611.50
Apr 20, 2024 5:00 PM;Apr 20, 2024 6:00 PM;4,426.75;2,120.50;5,088.75;7,161.00;12,793.00;111.00;-;4,151.25;1,345.75;4,213.50;653.50;1,678.75
Apr 20, 2024 6:00 PM;Apr 20, 2024 7:00 PM;4,726.50;2,220.25;5,421.50;6,705.75;6,630.75;114.50;-;5,436.50;1,452.50;4,883.25;2,801.50;1,756.25
Apr 20, 2024 7:00 PM;Apr 20, 2024 8:00 PM;4,853.75;2,282.25;5,796.25;6,736.00;1,824.50;113.25;-;7,801.00;1,847.75;5,441.00;4,319.00;1,764.75
Apr 20, 2024 8:00 PM;Apr 20, 2024 9:00 PM;4,842.50;2,228.00;4,972.25;6,593.75;74.50;114.25;-;8,017.00;1,856.50;5,561.00;5,048.00;1,809.50
Apr 20, 2024 9:00 PM;Apr 20, 2024 10:00 PM;4,777.25;2,252.00;4,564.00;6,397.75;10.25;115.00;-;7,765.50;1,698.25;5,426.75;4,971.00;1,753.50
Apr 20, 2024 10:00 PM;Apr 20, 2024 11:00 PM;4,666.75;2,206.00;4,020.25;5,630.25;8.75;115.50;-;7,684.00;1,542.50;5,291.50;4,598.00;1,730.00
Apr 20, 2024 11:00 PM;Apr 21, 2024 12:00 AM;4,551.50;2,063.00;3,998.75;5,676.75;5.50;116.00;-;7,570.75;1,451.00;5,148.50;2,610.25;1,735.00
Apr 21, 2024 12:00 AM;Apr 21, 2024 1:00 AM;4,401.25;2,025.25;2,947.25;5,604.75;4.75;114.00;-;6,991.25;1,499.00;4,920.75;1,267.00;1,798.75
Apr 21, 2024 1:00 AM;Apr 21, 2024 2:00 AM;4,342.00;1,974.50;3,179.25;6,056.00;5.75;114.25;-;6,248.25;1,822.25;4,727.75;1,226.75;1,743.00
Apr 21, 2024 2:00 AM;Apr 21, 2024 3:00 AM;4,259.75;1,981.75;3,549.50;6,897.75;6.00;115.00;-;5,229.00;1,850.25;4,655.00;284.75;1,729.00
Apr 21, 2024 3:00 AM;Apr 21, 2024 4:00 AM;4,231.50;1,962.75;3,934.00;7,388.50;6.00;113.75;-;5,053.25;1,901.25;4,659.75;252.75;1,740.75
Apr 21, 2024 4:00 AM;Apr 21, 2024 5:00 AM;4,254.75;1,988.50;3,642.25;7,743.50;6.00;112.75;-;4,799.25;2,088.50;4,546.00;385.00;1,710.00
Apr 21, 2024 5:00 AM;Apr 21, 2024 6:00 AM;4,328.00;2,007.75;3,522.75;8,004.75;7.00;112.50;-;4,460.75;1,972.50;4,595.25;383.50;1,701.25
Apr 21, 2024 6:00 AM;Apr 21, 2024 7:00 AM;4,450.25;2,001.25;2,689.75;8,922.75;458.00;109.75;-;4,587.75;1,831.00;4,697.75;370.75;1,713.75
Apr 21, 2024 7:00 AM;Apr 21, 2024 8:00 AM;4,497.50;2,034.50;1,783.75;8,402.50;3,694.50;107.75;-;4,404.25;1,823.25;4,397.25;414.75;1,732.25
Apr 21, 2024 8:00 AM;Apr 21, 2024 9:00 AM;4,487.25;2,034.50;1,885.25;6,901.00;9,500.00;108.75;-;4,125.50;2,017.75;4,199.75;682.25;1,780.75
Apr 21, 2024 9:00 AM;Apr 21, 2024 10:00 AM;4,412.50;2,005.75;2,283.50;7,942.25;15,546.75;105.50;-;3,987.50;2,040.00;3,892.00;126.00;1,763.50
Apr 21, 2024 10:00 AM;Apr 21, 2024 11:00 AM;4,300.00;2,056.50;1,757.00;9,917.25;20,606.50;105.00;-;3,667.50;2,046.25;3,423.25;243.50;1,723.25
Apr 21, 2024 11:00 AM;Apr 21, 2024 12:00 PM;4,250.75;2,055.75;1,701.25;12,280.00;23,673.25;107.25;-;3,603.75;1,954.25;3,333.50;397.50;1,682.75
Apr 21, 2024 12:00 PM;Apr 21, 2024 1:00 PM;4,179.00;2,105.00;1,362.25;13,690.25;24,699.50;111.50;-;3,622.00;1,949.75;3,203.25;161.00;1,679.50
Apr 21, 2024 1:00 PM;Apr 21, 2024 2:00 PM;4,146.25;2,125.00;1,036.25;13,825.50;24,841.00;113.00;-;3,756.75;1,989.75;3,339.75;189.50;1,746.00
Apr 21, 2024 2:00 PM;Apr 21, 2024 3:00 PM;4,119.50;2,119.00;1,003.00;13,681.25;23,865.00;114.00;-;3,961.75;1,999.00;3,273.75;82.25;1,759.50
Apr 21, 2024 3:00 PM;Apr 21, 2024 4:00 PM;4,137.25;2,025.50;1,397.50;13,709.25;21,416.75;114.00;-;4,304.00;1,759.75;3,237.00;95.75;1,744.00
Apr 21, 2024 4:00 PM;Apr 21, 2024 5:00 PM;4,215.25;1,984.25;1,673.00;13,944.00;17,714.75;114.25;-;4,217.25;1,700.75;3,334.25;50.25;1,738.00
Apr 21, 2024 5:00 PM;Apr 21, 2024 6:00 PM;4,360.25;1,995.50;1,926.75;13,670.50;12,336.75;113.50;-;4,770.00;1,652.75;3,747.50;271.25;1,788.50
Apr 21, 2024 6:00 PM;Apr 21, 2024 7:00 PM;4,607.00;2,076.75;2,009.75;12,618.50;6,572.75;113.00;-;6,817.75;1,763.75;4,442.25;833.50;1,802.00
Apr 21, 2024 7:00 PM;Apr 21, 2024 8:00 PM;4,709.50;2,138.00;2,555.75;10,911.75;1,990.00;113.00;-;8,150.50;2,132.00;5,354.50;1,187.25;1,816.75
Apr 21, 2024 8:00 PM;Apr 21, 2024 9:00 PM;4,676.50;2,211.50;2,658.00;10,124.50;111.75;111.00;-;8,228.50;2,077.75;5,745.75;2,491.25;1,827.75
Apr 21, 2024 9:00 PM;Apr 21, 2024 10:00 PM;4,625.50;2,176.50;2,749.75;9,791.50;9.50;113.50;-;8,458.25;2,126.75;6,177.50;1,582.50;1,841.50
Apr 21, 2024 10:00 PM;Apr 21, 2024 11:00 PM;4,494.00;2,100.00;2,517.75;9,210.75;7.75;114.50;-;8,549.75;1,972.50;6,132.50;993.25;1,747.50
Apr 21, 2024 11:00 PM;Apr 22, 2024 12:00 AM;4,328.25;2,004.50;2,668.75;8,848.50;8.75;115.00;-;8,491.00;1,871.00;6,080.50;308.00;1,785.75
Apr 22, 2024 12:00 AM;Apr 22, 2024 1:00 AM;4,153.25;1,978.50;2,725.75;8,505.00;5.75;114.25;-;8,515.25;1,887.75;5,879.00;3.75;1,802.00
Apr 22, 2024 1:00 AM;Apr 22, 2024 2:00 AM;4,062.00;1,981.75;2,652.75;7,783.75;6.00;114.00;-;8,401.00;1,989.25;5,883.75;147.00;1,783.75
Apr 22, 2024 2:00 AM;Apr 22, 2024 3:00 AM;4,026.00;1,987.50;2,229.75;7,012.00;6.00;113.50;-;8,198.75;1,999.00;6,202.75;184.00;1,752.50
Apr 22, 2024 3:00 AM;Apr 22, 2024 4:00 AM;4,056.00;2,009.50;1,914.75;6,184.25;6.00;112.25;-;8,236.25;2,032.25;6,872.00;148.50;1,753.25
Apr 22, 2024 4:00 AM;Apr 22, 2024 5:00 AM;4,118.00;1,986.25;1,735.25;5,671.50;6.00;112.50;-;8,923.50;2,083.25;7,660.75;162.75;1,737.75
Apr 22, 2024 5:00 AM;Apr 22, 2024 6:00 AM;4,229.50;2,079.00;1,697.00;5,289.75;8.00;113.00;-;9,806.25;2,327.25;9,057.75;561.00;1,751.75
Apr 22, 2024 6:00 AM;Apr 22, 2024 7:00 AM;4,509.00;2,263.25;2,063.25;4,904.25;628.50;111.50;-;10,435.00;2,225.50;11,477.75;3,456.25;1,785.25
Apr 22, 2024 7:00 AM;Apr 22, 2024 8:00 AM;4,640.50;2,142.25;2,385.50;4,076.25;4,780.00;108.00;-;10,518.75;2,184.00;11,992.25;4,851.50;1,840.75
Apr 22, 2024 8:00 AM;Apr 22, 2024 9:00 AM;4,634.75;2,094.50;2,684.75;2,577.75;12,373.50;106.75;-;10,636.25;2,194.75;11,993.00;3,638.25;1,825.25
Apr 22, 2024 9:00 AM;Apr 22, 2024 10:00 AM;4,410.50;2,079.25;2,689.25;2,638.25;20,820.75;104.50;-;10,527.50;2,089.00;10,764.25;1,548.75;1,783.00
Apr 22, 2024 10:00 AM;Apr 22, 2024 11:00 AM;4,183.50;2,049.00;3,020.25;3,588.75;26,005.25;108.50;-;9,577.75;1,803.75;8,350.50;181.75;1,781.00
Apr 22, 2024 11:00 AM;Apr 22, 2024 12:00 PM;4,115.00;2,010.00;2,433.25;4,529.00;27,358.50;109.50;-;8,907.50;1,719.50;7,243.25;205.25;1,777.00
Apr 22, 2024 12:00 PM;Apr 22, 2024 1:00 PM;4,053.75;2,037.75;1,745.25;4,904.75;27,832.50;100.75;-;8,974.00;1,669.00;7,674.75;131.25;1,704.00
Apr 22, 2024 1:00 PM;Apr 22, 2024 2:00 PM;4,028.00;1,988.50;1,338.75;4,822.25;27,579.75;112.75;-;9,111.00;1,653.50;7,245.25;58.50;1,682.75
Apr 22, 2024 2:00 PM;Apr 22, 2024 3:00 PM;4,024.75;2,121.50;1,165.75;4,659.75;26,946.75;114.25;-;8,989.50;1,806.00;7,286.50;111.75;1,644.00
Apr 22, 2024 3:00 PM;Apr 22, 2024 4:00 PM;4,057.25;2,047.75;925.75;3,850.75;24,589.00;114.75;-;9,280.25;1,940.25;7,580.50;68.00;1,652.75
Apr 22, 2024 4:00 PM;Apr 22, 2024 5:00 PM;4,183.50;2,129.75;699.75;4,091.25;19,873.00;112.75;-;9,837.50;2,346.50;9,140.00;191.25;1,678.50
Apr 22, 2024 5:00 PM;Apr 22, 2024 6:00 PM;4,392.50;2,150.50;664.50;3,401.75;14,223.25;112.25;-;10,290.00;2,844.75;11,192.25;1,063.25;1,699.75
Apr 22, 2024 6:00 PM;Apr 22, 2024 7:00 PM;4,639.25;2,259.75;621.50;3,353.00;7,801.00;110.00;-;10,570.25;3,450.75;12,365.00;3,097.25;1,752.75
Apr 22, 2024 7:00 PM;Apr 22, 2024 8:00 PM;4,745.75;2,427.25;591.25;3,089.00;2,440.75;113.00;-;10,557.75;4,089.25;13,111.00;4,900.50;1,767.25
Apr 22, 2024 8:00 PM;Apr 22, 2024 9:00 PM;4,736.00;2,465.75;530.00;3,131.50;139.25;114.00;-;10,619.50;4,318.25;13,702.00;5,292.50;1,742.25
Apr 22, 2024 9:00 PM;Apr 22, 2024 10:00 PM;4,655.00;2,440.00;338.25;3,579.00;5.50;114.50;-;10,617.75;4,510.75;13,375.50;4,858.25;1,730.75
Apr 22, 2024 10:00 PM;Apr 22, 2024 11:00 PM;4,469.50;2,306.25;191.75;3,750.00;4.25;115.75;-;10,471.25;4,471.50;12,472.25;3,500.25;1,672.25
Apr 22, 2024 11:00 PM;Apr 23, 2024 12:00 AM;4,292.75;2,175.75;123.50;3,907.00;6.00;117.00;-;10,383.00;4,257.50;12,115.50;1,350.50;1,661.50
Apr 23, 2024 12:00 AM;Apr 23, 2024 1:00 AM;4,113.25;2,071.00;97.75;3,812.00;6.00;116.50;-;10,374.50;3,735.25;12,002.50;831.50;1,728.75
Apr 23, 2024 1:00 AM;Apr 23, 2024 2:00 AM;4,052.25;2,010.25;67.00;3,695.75;5.75;116.00;-;10,056.50;3,590.00;11,960.00;277.00;1,673.75
Apr 23, 2024 2:00 AM;Apr 23, 2024 3:00 AM;4,033.50;2,066.00;116.75;3,650.50;5.50;117.25;-;9,296.00;3,756.75;11,946.25;436.75;1,649.25
Apr 23, 2024 3:00 AM;Apr 23, 2024 4:00 AM;4,031.75;2,094.25;193.50;3,579.00;6.25;117.00;-;9,271.75;3,779.00;12,088.25;260.00;1,664.50
Apr 23, 2024 4:00 AM;Apr 23, 2024 5:00 AM;4,089.50;2,169.50;281.25;3,438.00;6.00;116.00;-;9,193.50;3,821.25;12,434.50;322.25;1,677.75
Apr 23, 2024 5:00 AM;Apr 23, 2024 6:00 AM;4,216.25;2,282.25;471.25;3,452.25;10.25;116.00;-;9,355.00;4,235.25;12,909.50;1,160.00;1,675.25
Apr 23, 2024 6:00 AM;Apr 23, 2024 7:00 AM;4,539.25;2,408.50;726.00;3,538.00;757.00;111.00;-;9,511.75;4,499.50;13,495.75;4,635.00;1,687.25
Apr 23, 2024 7:00 AM;Apr 23, 2024 8:00 AM;4,641.50;2,238.25;778.00;3,291.00;5,748.75;106.00;-;9,640.25;4,552.75;13,630.00;4,895.00;1,741.75
Apr 23, 2024 8:00 AM;Apr 23, 2024 9:00 AM;4,595.75;2,211.75;1,008.00;2,069.75;14,603.25;101.25;-;9,655.50;4,554.50;13,298.25;2,534.75;1,702.75
Apr 23, 2024 9:00 AM;Apr 23, 2024 10:00 AM;4,339.50;2,078.50;1,368.50;1,672.25;23,937.25;103.75;-;9,536.00;4,084.50;12,137.25;1,076.25;1,685.75
Apr 23, 2024 10:00 AM;Apr 23, 2024 11:00 AM;4,126.25;1,971.75;2,159.00;2,693.75;30,509.00;103.00;-;8,788.75;2,949.25;8,758.75;302.50;1,676.75
Apr 23, 2024 11:00 AM;Apr 23, 2024 12:00 PM;4,028.75;1,920.75;3,326.50;3,546.00;31,395.50;109.75;-;8,011.25;2,449.25;6,566.25;164.25;1,665.00
Apr 23, 2024 12:00 PM;Apr 23, 2024 1:00 PM;4,005.75;1,955.75;4,116.00;4,309.00;29,735.00;110.50;-;8,066.00;1,987.75;6,852.25;181.00;1,634.50
Apr 23, 2024 1:00 PM;Apr 23, 2024 2:00 PM;4,008.50;1,968.25;4,836.50;4,708.00;27,079.00;110.00;-;7,693.00;1,977.50;6,546.25;333.75;1,633.50
Apr 23, 2024 2:00 PM;Apr 23, 2024 3:00 PM;3,996.00;1,880.25;4,890.00;5,201.50;24,779.00;111.50;-;8,079.25;2,001.25;6,629.75;109.00;1,643.00
Apr 23, 2024 3:00 PM;Apr 23, 2024 4:00 PM;4,003.25;1,913.25;4,002.75;5,490.25;21,700.25;110.00;-;8,673.00;2,190.25;7,305.25;318.50;1,644.25
Apr 23, 2024 4:00 PM;Apr 23, 2024 5:00 PM;4,151.25;2,017.75;4,052.50;6,131.25;16,955.50;110.50;-;8,502.25;2,311.00;8,643.25;308.75;1,661.00
Apr 23, 2024 5:00 PM;Apr 23, 2024 6:00 PM;4,352.00;2,100.50;4,142.50;7,400.25;11,321.25;112.75;-;9,089.50;2,910.00;11,161.25;643.75;1,699.25
Apr 23, 2024 6:00 PM;Apr 23, 2024 7:00 PM;4,567.75;2,104.00;4,334.50;7,883.00;5,777.75;114.00;-;9,851.25;3,006.00;12,213.50;1,296.50;1,701.00
Apr 23, 2024 7:00 PM;Apr 23, 2024 8:00 PM;4,650.00;2,320.75;3,927.50;7,672.25;1,704.50;114.25;-;10,070.50;3,061.25;12,596.75;3,330.25;1,684.00
Apr 23, 2024 8:00 PM;Apr 23, 2024 9:00 PM;4,670.50;2,277.75;4,430.00;7,457.50;97.00;114.50;-;10,122.50;3,060.50;12,372.75;3,427.50;1,693.25
Apr 23, 2024 9:00 PM;Apr 23, 2024 10:00 PM;4,577.25;2,101.75;4,540.75;7,532.25;5.50;115.00;-;10,105.25;3,024.75;12,059.75;2,096.50;1,681.75
Apr 23, 2024 10:00 PM;Apr 23, 2024 11:00 PM;4,375.25;2,165.75;4,258.25;7,438.25;4.25;116.00;-;10,144.25;2,798.25;10,997.50;699.25;1,673.00
Apr 23, 2024 11:00 PM;Apr 24, 2024 12:00 AM;4,191.25;2,197.75;3,991.00;7,704.25;6.00;116.75;-;9,927.25;2,288.75;9,832.00;216.75;1,655.25
Apr 24, 2024 12:00 AM;Apr 24, 2024 1:00 AM;4,054.00;2,069.50;4,204.00;8,184.50;6.00;117.50;-;9,660.25;2,211.50;9,346.50;91.75;1,713.00
Apr 24, 2024 1:00 AM;Apr 24, 2024 2:00 AM;4,026.50;2,206.50;4,340.25;8,365.00;6.00;116.50;-;9,513.50;1,951.75;9,063.25;0.75;1,659.00
Apr 24, 2024 2:00 AM;Apr 24, 2024 3:00 AM;4,020.00;2,210.25;4,344.25;8,887.75;6.00;115.25;-;9,475.50;1,970.50;8,975.25;8.75;1,653.00
Apr 24, 2024 3:00 AM;Apr 24, 2024 4:00 AM;4,004.00;2,211.00;4,703.00;9,057.25;6.00;114.00;-;9,522.00;1,951.00;8,853.75;48.25;1,638.25
Apr 24, 2024 4:00 AM;Apr 24, 2024 5:00 AM;4,049.25;2,140.25;4,886.50;8,864.75;6.00;113.25;-;9,383.50;1,969.00;8,886.25;87.75;1,649.50
Apr 24, 2024 5:00 AM;Apr 24, 2024 6:00 AM;4,182.50;2,169.75;4,910.75;8,655.00;10.00;112.50;-;9,612.25;2,376.25;10,315.25;295.50;1,661.50
Apr 24, 2024 6:00 AM;Apr 24, 2024 7:00 AM;4,478.50;2,202.50;4,763.00;8,772.00;544.75;111.00;-;9,732.75;3,476.25;12,601.25;1,293.50;1,737.25
Apr 24, 2024 7:00 AM;Apr 24, 2024 8:00 AM;4,630.50;2,237.75;4,249.50;8,245.50;3,660.25;109.50;-;9,768.25;3,746.75;12,936.00;3,171.50;1,757.00
Apr 24, 2024 8:00 AM;Apr 24, 2024 9:00 AM;4,647.50;2,261.00;4,506.75;7,196.25;9,161.00;109.00;-;9,708.25;3,733.50;13,033.00;2,952.50;1,838.50
Apr 24, 2024 9:00 AM;Apr 24, 2024 10:00 AM;4,435.25;2,063.25;4,091.25;7,229.00;15,121.75;111.00;-;9,469.00;3,475.75;12,228.25;754.25;1,799.50
Apr 24, 2024 10:00 AM;Apr 24, 2024 11:00 AM;4,267.75;2,139.00;3,973.75;8,118.50;19,122.25;113.50;-;9,200.50;2,686.25;10,533.75;419.50;1,696.00
Apr 24, 2024 11:00 AM;Apr 24, 2024 12:00 PM;4,175.50;2,128.75;3,874.75;8,262.50;20,723.25;114.00;-;9,249.50;2,496.75;9,585.50;303.00;1,672.00
Apr 24, 2024 12:00 PM;Apr 24, 2024 1:00 PM;4,079.25;1,999.00;3,472.50;8,676.50;22,359.00;115.75;-;9,115.00;2,404.75;9,221.75;111.75;1,654.00
Apr 24, 2024 1:00 PM;Apr 24, 2024 2:00 PM;4,065.25;1,987.25;2,963.25;9,375.00;24,086.00;114.00;-;8,252.75;2,338.00;8,683.25;80.50;1,711.50
Apr 24, 2024 2:00 PM;Apr 24, 2024 3:00 PM;4,044.00;2,023.00;2,914.00;9,819.75;23,874.25;113.75;-;7,798.25;2,311.00;8,192.50;103.25;1,730.25
Apr 24, 2024 3:00 PM;Apr 24, 2024 4:00 PM;4,072.50;1,963.00;2,972.00;10,104.00;22,129.00;113.75;-;7,850.75;2,333.75;8,616.00;113.50;1,730.00
Apr 24, 2024 4:00 PM;Apr 24, 2024 5:00 PM;4,198.75;1,977.75;2,617.50;9,937.00;18,859.50;112.75;-;7,981.75;2,355.25;9,059.25;233.00;1,806.00
Apr 24, 2024 5:00 PM;Apr 24, 2024 6:00 PM;4,416.75;2,065.50;2,605.50;8,872.25;13,614.25;110.00;-;9,360.75;3,177.00;10,474.25;1,356.75;1,783.75
Apr 24, 2024 6:00 PM;Apr 24, 2024 7:00 PM;4,624.75;2,098.25;2,479.75;8,645.75;7,388.50;106.50;-;10,280.75;3,637.75;12,243.50;2,174.75;1,853.25
Apr 24, 2024 7:00 PM;Apr 24, 2024 8:00 PM;4,776.00;2,154.75;2,449.50;7,781.25;2,363.75;109.75;-;10,460.75;3,667.75;12,838.00;3,847.50;1,850.50
Apr 24, 2024 8:00 PM;Apr 24, 2024 9:00 PM;4,757.00;2,194.75;2,322.50;7,776.50;147.00;110.00;-;10,495.50;3,661.00;12,993.25;4,067.25;1,807.75
Apr 24, 2024 9:00 PM;Apr 24, 2024 10:00 PM;4,631.75;2,103.00;2,074.50;8,221.75;6.25;111.25;-;10,514.50;3,632.75;12,714.75;2,146.50;1,812.00
Apr 24, 2024 10:00 PM;Apr 24, 2024 11:00 PM;4,468.50;2,132.75;1,774.75;8,295.50;3.00;113.00;-;10,549.25;3,532.50;12,704.50;1,525.00;1,797.75
Apr 24, 2024 11:00 PM;Apr 25, 2024 12:00 AM;4,282.25;1,966.75;1,857.50;8,701.75;4.00;114.25;-;10,474.25;3,195.50;12,202.50;253.00;1,786.00
Apr 25, 2024 12:00 AM;Apr 25, 2024 1:00 AM;4,111.50;2,009.75;1,405.25;8,421.25;3.50;115.00;-;10,439.25;2,602.50;11,121.50;132.00;1,767.75
Apr 25, 2024 1:00 AM;Apr 25, 2024 2:00 AM;4,082.00;1,913.00;1,290.25;8,037.50;3.00;115.00;-;10,285.25;2,156.25;11,033.25;171.75;1,747.00
